archivo,nodos,densidad,particiones,i,j,algs,tt,ta
instancias/solved/instancia-50-50-10.1.1.col.3,50,50,10,1,1,3,0.588406,0.551697
instancias/solved/instancia-50-50-10.1.1.col.8,50,50,10,1,1,8,0.547082,0.351773
instancias/solved/instancia-50-50-10.1.2.col.0,50,50,10,1,2,0,1.4252,1.41481
instancias/solved/instancia-50-50-10.1.2.col.11,50,50,10,1,2,11,7.13556,6.39062
instancias/solved/instancia-50-50-10.1.2.col.19,50,50,10,1,2,19,3.01935,0.41433
instancias/solved/instancia-50-50-10.1.2.col.3,50,50,10,1,2,3,2.7797,2.69546
instancias/solved/instancia-50-50-10.1.2.col.8,50,50,10,1,2,8,3.69946,3.23008
instancias/solved/instancia-50-50-10.1.3.col.0,50,50,10,1,3,0,2.7049,2.69842
instancias/solved/instancia-50-50-10.1.3.col.11,50,50,10,1,3,11,2.21075,1.26462
instancias/solved/instancia-50-50-10.1.3.col.19,50,50,10,1,3,19,4.10375,1.97385
instancias/solved/instancia-50-50-10.1.3.col.3,50,50,10,1,3,3,4.36577,4.2972
instancias/solved/instancia-50-50-10.1.3.col.8,50,50,10,1,3,8,4.07956,3.47499
instancias/solved/instancia-50-50-10.1.4.col.0,50,50,10,1,4,0,4.34111,4.33002
instancias/solved/instancia-50-50-10.1.4.col.11,50,50,10,1,4,11,1.70332,0.760173
instancias/solved/instancia-50-50-10.1.4.col.19,50,50,10,1,4,19,4.24031,1.98059
instancias/solved/instancia-50-50-10.1.4.col.3,50,50,10,1,4,3,5.03592,4.93798
instancias/solved/instancia-50-50-10.1.4.col.8,50,50,10,1,4,8,3.71247,3.04692
instancias/solved/instancia-50-50-10.1.5.col.0,50,50,10,1,5,0,2.49872,2.48822
instancias/solved/instancia-50-50-10.1.5.col.11,50,50,10,1,5,11,1.7088,1.04577
instancias/solved/instancia-50-50-10.1.5.col.19,50,50,10,1,5,19,2.56742,0.970765
instancias/solved/instancia-50-50-10.1.5.col.3,50,50,10,1,5,3,2.48984,2.40456
instancias/solved/instancia-50-50-10.1.5.col.8,50,50,10,1,5,8,5.25057,4.80379
instancias/solved/instancia-50-50-10.2.1.col.0,50,50,10,2,1,0,3.08546,3.07532
instancias/solved/instancia-50-50-10.2.1.col.11,50,50,10,2,1,11,1.19667,0.481388
instancias/solved/instancia-50-50-10.2.1.col.19,50,50,10,2,1,19,2.44938,0.414428
instancias/solved/instancia-50-50-10.2.1.col.3,50,50,10,2,1,3,5.98455,5.89224
instancias/solved/instancia-50-50-10.2.1.col.8,50,50,10,2,1,8,4.14898,3.69396
instancias/solved/instancia-50-50-10.2.2.col.0,50,50,10,2,2,0,2.06693,2.0564
instancias/solved/instancia-50-50-10.2.2.col.11,50,50,10,2,2,11,2.11139,1.20579
instancias/solved/instancia-50-50-10.2.2.col.19,50,50,10,2,2,19,2.63902,0.576625
instancias/solved/instancia-50-50-10.2.2.col.3,50,50,10,2,2,3,4.41909,4.32361
instancias/solved/instancia-50-50-10.2.2.col.8,50,50,10,2,2,8,1.02305,0.426121
instancias/solved/instancia-50-50-10.2.3.col.0,50,50,10,2,3,0,3.38247,3.37204
instancias/solved/instancia-50-50-10.2.3.col.11,50,50,10,2,3,11,2.95111,2.02906
instancias/solved/instancia-50-50-10.2.3.col.19,50,50,10,2,3,19,3.17308,0.794574
instancias/solved/instancia-50-50-10.2.3.col.3,50,50,10,2,3,3,6.23794,6.12674
instancias/solved/instancia-50-50-10.2.3.col.8,50,50,10,2,3,8,6.27155,5.69167
instancias/solved/instancia-50-50-10.2.4.col.0,50,50,10,2,4,0,3.23892,3.21855
instancias/solved/instancia-50-50-10.2.4.col.11,50,50,10,2,4,11,1.43901,0.698135
instancias/solved/instancia-50-50-10.2.4.col.19,50,50,10,2,4,19,3.08357,0.956571
instancias/solved/instancia-50-50-10.2.4.col.3,50,50,10,2,4,3,4.2085,4.1085
instancias/solved/instancia-50-50-10.2.4.col.8,50,50,10,2,4,8,3.13513,2.64425
instancias/solved/instancia-50-50-10.2.5.col.0,50,50,10,2,5,0,3.38991,3.37095
instancias/solved/instancia-50-50-10.2.5.col.11,50,50,10,2,5,11,12.5662,11.5446
instancias/solved/instancia-50-50-10.2.5.col.19,50,50,10,2,5,19,3.34765,0.770901
instancias/solved/instancia-50-50-10.2.5.col.3,50,50,10,2,5,3,6.12142,6.02534
instancias/solved/instancia-50-50-10.2.5.col.8,50,50,10,2,5,8,4.84133,4.18803
instancias/solved/instancia-50-50-10.3.1.col.0,50,50,10,3,1,0,4.21985,4.20291
instancias/solved/instancia-50-50-10.3.1.col.11,50,50,10,3,1,11,1.47674,0.418676
instancias/solved/instancia-50-50-10.3.1.col.19,50,50,10,3,1,19,4.97206,2.36846
instancias/solved/instancia-50-50-10.3.1.col.3,50,50,10,3,1,3,5.54631,5.45995
instancias/solved/instancia-50-50-10.3.1.col.8,50,50,10,3,1,8,3.03283,2.44607
instancias/solved/instancia-50-50-10.3.2.col.0,50,50,10,3,2,0,2.80389,2.78273
instancias/solved/instancia-50-50-10.3.2.col.11,50,50,10,3,2,11,1.69006,0.808675
instancias/solved/instancia-50-50-10.3.2.col.19,50,50,10,3,2,19,2.74676,0.519091
instancias/solved/instancia-50-50-10.3.2.col.3,50,50,10,3,2,3,4.60815,4.51393
instancias/solved/instancia-50-50-10.3.2.col.8,50,50,10,3,2,8,1.4172,0.876315
instancias/solved/instancia-50-50-10.3.3.col.0,50,50,10,3,3,0,4.40246,4.38381
instancias/solved/instancia-50-50-10.3.3.col.11,50,50,10,3,3,11,2.97259,2.20202
instancias/solved/instancia-50-50-10.3.3.col.19,50,50,10,3,3,19,3.86428,1.61833
instancias/solved/instancia-50-50-10.3.3.col.3,50,50,10,3,3,3,3.58141,3.48996
instancias/solved/instancia-50-50-10.3.3.col.8,50,50,10,3,3,8,12.1125,11.6819
instancias/solved/instancia-50-50-10.3.4.col.0,50,50,10,3,4,0,3.43754,3.41892
instancias/solved/instancia-50-50-10.3.4.col.11,50,50,10,3,4,11,1.52787,0.853717
instancias/solved/instancia-50-50-10.3.4.col.19,50,50,10,3,4,19,15.6606,13.6392
instancias/solved/instancia-50-50-10.3.4.col.3,50,50,10,3,4,3,3.5888,3.5067
instancias/solved/instancia-50-50-10.3.4.col.8,50,50,10,3,4,8,4.60318,4.1798
instancias/solved/instancia-50-50-10.3.5.col.0,50,50,10,3,5,0,3.88315,3.86338
instancias/solved/instancia-50-50-10.3.5.col.11,50,50,10,3,5,11,1.61988,0.423358
instancias/solved/instancia-50-50-10.3.5.col.19,50,50,10,3,5,19,4.11489,0.947587
instancias/solved/instancia-50-50-10.3.5.col.3,50,50,10,3,5,3,6.24282,6.12428
instancias/solved/instancia-50-50-10.3.5.col.8,50,50,10,3,5,8,7.96342,7.22895
instancias/solved/instancia-50-50-10.4.1.col.0,50,50,10,4,1,0,1.65906,1.64025
instancias/solved/instancia-50-50-10.4.1.col.11,50,50,10,4,1,11,2.37927,1.6308
instancias/solved/instancia-50-50-10.4.1.col.19,50,50,10,4,1,19,8.35057,6.65483
instancias/solved/instancia-50-50-10.4.1.col.3,50,50,10,4,1,3,2.43253,2.36026
instancias/solved/instancia-50-50-10.4.1.col.8,50,50,10,4,1,8,3.02465,2.64386
instancias/solved/instancia-50-50-10.4.2.col.0,50,50,10,4,2,0,2.94751,2.93035
instancias/solved/instancia-50-50-10.4.2.col.11,50,50,10,4,2,11,5.19785,4.50206
instancias/solved/instancia-50-50-10.4.2.col.19,50,50,10,4,2,19,8.69177,6.48955
instancias/solved/instancia-50-50-10.4.2.col.3,50,50,10,4,2,3,3.30223,3.2532
instancias/solved/instancia-50-50-10.4.2.col.8,50,50,10,4,2,8,3.75922,3.41398
instancias/solved/instancia-50-50-10.4.3.col.0,50,50,10,4,3,0,4.49755,4.48753
instancias/solved/instancia-50-50-10.4.3.col.11,50,50,10,4,3,11,1.19339,0.359627
instancias/solved/instancia-50-50-10.4.3.col.19,50,50,10,4,3,19,3.15969,1.26826
instancias/solved/instancia-50-50-10.4.3.col.3,50,50,10,4,3,3,3.99989,3.90854
instancias/solved/instancia-50-50-10.4.3.col.8,50,50,10,4,3,8,4.26952,3.74578
instancias/solved/instancia-50-50-10.4.4.col.0,50,50,10,4,4,0,1.1839,1.16445
instancias/solved/instancia-50-50-10.4.4.col.11,50,50,10,4,4,11,2.3709,1.9502
instancias/solved/instancia-50-50-10.4.4.col.19,50,50,10,4,4,19,1.76221,0.543468
instancias/solved/instancia-50-50-10.4.4.col.3,50,50,10,4,4,3,1.65252,1.5986
instancias/solved/instancia-50-50-10.4.4.col.8,50,50,10,4,4,8,3.34625,3.11467
instancias/solved/instancia-50-50-10.4.5.col.0,50,50,10,4,5,0,2.1068,2.08815
instancias/solved/instancia-50-50-10.4.5.col.11,50,50,10,4,5,11,2.56828,1.79456
instancias/solved/instancia-50-50-10.4.5.col.19,50,50,10,4,5,19,2.06725,0.517083
instancias/solved/instancia-50-50-10.4.5.col.3,50,50,10,4,5,3,3.54188,3.47586
instancias/solved/instancia-50-50-10.4.5.col.8,50,50,10,4,5,8,3.69757,3.27259
instancias/solved/instancia-50-50-10.5.1.col.0,50,50,10,5,1,0,5.12469,5.10608
instancias/solved/instancia-50-50-10.5.1.col.11,50,50,10,5,1,11,7.59247,6.53418
instancias/solved/instancia-50-50-10.5.1.col.19,50,50,10,5,1,19,3.40957,0.521993
instancias/solved/instancia-50-50-10.5.1.col.3,50,50,10,5,1,3,6.61947,6.50258
instancias/solved/instancia-50-50-10.5.1.col.8,50,50,10,5,1,8,8.67088,8.02968
instancias/solved/instancia-50-50-10.5.2.col.0,50,50,10,5,2,0,1.93244,1.91508
instancias/solved/instancia-50-50-10.5.2.col.11,50,50,10,5,2,11,2.29276,1.46643
instancias/solved/instancia-50-50-10.5.2.col.19,50,50,10,5,2,19,2.47876,0.594246
instancias/solved/instancia-50-50-10.5.2.col.3,50,50,10,5,2,3,3.48976,3.40743
instancias/solved/instancia-50-50-10.5.2.col.8,50,50,10,5,2,8,4.01886,3.56768
instancias/solved/instancia-50-50-10.5.3.col.0,50,50,10,5,3,0,1.71932,1.70934
instancias/solved/instancia-50-50-10.5.3.col.11,50,50,10,5,3,11,5.20638,4.39228
instancias/solved/instancia-50-50-10.5.3.col.19,50,50,10,5,3,19,2.84478,0.429676
instancias/solved/instancia-50-50-10.5.3.col.3,50,50,10,5,3,3,4.49518,4.40657
instancias/solved/instancia-50-50-10.5.3.col.8,50,50,10,5,3,8,3.83433,3.31362
instancias/solved/instancia-50-50-10.5.4.col.0,50,50,10,5,4,0,4.71089,4.70055
instancias/solved/instancia-50-50-10.5.4.col.11,50,50,10,5,4,11,6.48523,5.68424
instancias/solved/instancia-50-50-10.5.4.col.19,50,50,10,5,4,19,2.41324,0.491614
instancias/solved/instancia-50-50-10.5.4.col.3,50,50,10,5,4,3,8.02843,7.92833
instancias/solved/instancia-50-50-10.5.4.col.8,50,50,10,5,4,8,6.29326,5.79367
instancias/solved/instancia-50-50-10.5.5.col.0,50,50,10,5,5,0,1.78791,1.77767
instancias/solved/instancia-50-50-10.5.5.col.11,50,50,10,5,5,11,5.88433,5.15981
instancias/solved/instancia-50-50-10.5.5.col.19,50,50,10,5,5,19,2.79025,0.307126
instancias/solved/instancia-50-50-10.5.5.col.3,50,50,10,5,5,3,3.74478,3.63129
instancias/solved/instancia-50-50-10.5.5.col.8,50,50,10,5,5,8,4.1881,3.73128
instancias/solved/instancia-50-50-15.1.1.col.0,50,50,15,1,1,0,72.5891,72.5748
instancias/solved/instancia-50-50-15.1.1.col.11,50,50,15,1,1,11,225.288,223.41
instancias/solved/instancia-50-50-15.1.1.col.19,50,50,15,1,1,19,56.3924,50.74
instancias/solved/instancia-50-50-15.1.1.col.3,50,50,15,1,1,3,164.841,164.713
instancias/solved/instancia-50-50-15.1.1.col.8,50,50,15,1,1,8,131.821,131.014
instancias/solved/instancia-50-50-15.1.2.col.0,50,50,15,1,2,0,242.163,242.149
instancias/solved/instancia-50-50-15.1.2.col.11,50,50,15,1,2,11,187.306,185.337
instancias/solved/instancia-50-50-15.1.2.col.19,50,50,15,1,2,19,34.195,29.7587
instancias/solved/instancia-50-50-15.1.2.col.3,50,50,15,1,2,3,317.421,317.278
instancias/solved/instancia-50-50-15.1.2.col.8,50,50,15,1,2,8,158.794,157.817
instancias/solved/instancia-50-50-15.1.3.col.0,50,50,15,1,3,0,510.462,510.449
instancias/solved/instancia-50-50-15.1.3.col.11,50,50,15,1,3,11,421.173,419.461
instancias/solved/instancia-50-50-15.1.3.col.19,50,50,15,1,3,19,30.8297,27.0675
instancias/solved/instancia-50-50-15.1.3.col.3,50,50,15,1,3,3,600.113,600.003
instancias/solved/instancia-50-50-15.1.3.col.8,50,50,15,1,3,8,600.658,600.001
instancias/solved/instancia-50-50-15.1.4.col.0,50,50,15,1,4,0,421.213,421.189
instancias/solved/instancia-50-50-15.1.4.col.11,50,50,15,1,4,11,602.238,600.002
instancias/solved/instancia-50-50-15.1.4.col.19,50,50,15,1,4,19,179.985,175.364
instancias/solved/instancia-50-50-15.1.4.col.3,50,50,15,1,4,3,600.159,600.002
instancias/solved/instancia-50-50-15.1.4.col.8,50,50,15,1,4,8,601.229,600.002
instancias/solved/instancia-50-50-15.1.5.col.0,50,50,15,1,5,0,28.0901,28.0667
instancias/solved/instancia-50-50-15.1.5.col.11,50,50,15,1,5,11,30.4436,28.8467
instancias/solved/instancia-50-50-15.1.5.col.19,50,50,15,1,5,19,30.4951,25.5707
instancias/solved/instancia-50-50-15.1.5.col.3,50,50,15,1,5,3,41.3183,41.1938
instancias/solved/instancia-50-50-15.1.5.col.8,50,50,15,1,5,8,47.5671,46.6912
instancias/solved/instancia-50-50-15.2.1.col.0,50,50,15,2,1,0,24.6408,24.6152
instancias/solved/instancia-50-50-15.2.1.col.11,50,50,15,2,1,11,21.8495,20.3987
instancias/solved/instancia-50-50-15.2.1.col.19,50,50,15,2,1,19,23.8719,19.8123
instancias/solved/instancia-50-50-15.2.1.col.3,50,50,15,2,1,3,43.6443,43.5123
instancias/solved/instancia-50-50-15.2.1.col.8,50,50,15,2,1,8,61.3026,60.6064
instancias/solved/instancia-50-50-15.2.2.col.0,50,50,15,2,2,0,8.25328,8.22833
instancias/solved/instancia-50-50-15.2.2.col.11,50,50,15,2,2,11,3.34093,1.78826
instancias/solved/instancia-50-50-15.2.2.col.19,50,50,15,2,2,19,4.48552,0.175738
instancias/solved/instancia-50-50-15.2.2.col.3,50,50,15,2,2,3,5.29296,5.18957
instancias/solved/instancia-50-50-15.2.2.col.8,50,50,15,2,2,8,6.016,5.17579
instancias/solved/instancia-50-50-15.2.3.col.0,50,50,15,2,3,0,104.596,104.581
instancias/solved/instancia-50-50-15.2.3.col.11,50,50,15,2,3,11,158.811,156.199
instancias/solved/instancia-50-50-15.2.3.col.19,50,50,15,2,3,19,21.0838,16.0709
instancias/solved/instancia-50-50-15.2.3.col.3,50,50,15,2,3,3,176.532,176.261
instancias/solved/instancia-50-50-15.2.3.col.8,50,50,15,2,3,8,124.672,123.109
instancias/solved/instancia-50-50-15.2.4.col.0,50,50,15,2,4,0,36.0262,36.0074
instancias/solved/instancia-50-50-15.2.4.col.11,50,50,15,2,4,11,64.537,62.7551
instancias/solved/instancia-50-50-15.2.4.col.19,50,50,15,2,4,19,36.832,32.8829
instancias/solved/instancia-50-50-15.2.4.col.3,50,50,15,2,4,3,55.1947,55.0782
instancias/solved/instancia-50-50-15.2.4.col.8,50,50,15,2,4,8,142.558,141.85
instancias/solved/instancia-50-50-15.2.5.col.0,50,50,15,2,5,0,248.883,248.859
instancias/solved/instancia-50-50-15.2.5.col.11,50,50,15,2,5,11,581.777,580.536
instancias/solved/instancia-50-50-15.2.5.col.19,50,50,15,2,5,19,204.656,200.316
instancias/solved/instancia-50-50-15.2.5.col.3,50,50,15,2,5,3,313.988,313.875
instancias/solved/instancia-50-50-15.2.5.col.8,50,50,15,2,5,8,331.66,331.05
instancias/solved/instancia-50-50-15.3.1.col.0,50,50,15,3,1,0,600.029,600.006
instancias/solved/instancia-50-50-15.3.1.col.11,50,50,15,3,1,11,394.661,392.625
instancias/solved/instancia-50-50-15.3.1.col.19,50,50,15,3,1,19,92.5097,88.3627
instancias/solved/instancia-50-50-15.3.1.col.3,50,50,15,3,1,3,600.142,600.002
instancias/solved/instancia-50-50-15.3.1.col.8,50,50,15,3,1,8,600.913,600.002
instancias/solved/instancia-50-50-15.3.2.col.0,50,50,15,3,2,0,14.6055,14.5916
instancias/solved/instancia-50-50-15.3.2.col.11,50,50,15,3,2,11,3.72026,2.65864
instancias/solved/instancia-50-50-15.3.2.col.19,50,50,15,3,2,19,3.71835,0.624682
instancias/solved/instancia-50-50-15.3.2.col.3,50,50,15,3,2,3,9.06096,8.95043
instancias/solved/instancia-50-50-15.3.2.col.8,50,50,15,3,2,8,5.47929,4.82179
instancias/solved/instancia-50-50-15.3.3.col.0,50,50,15,3,3,0,437.29,437.276
instancias/solved/instancia-50-50-15.3.3.col.11,50,50,15,3,3,11,601.905,600.002
instancias/solved/instancia-50-50-15.3.3.col.19,50,50,15,3,3,19,248.214,243.561
instancias/solved/instancia-50-50-15.3.3.col.3,50,50,15,3,3,3,600.212,600.002
instancias/solved/instancia-50-50-15.3.3.col.8,50,50,15,3,3,8,601.02,600.002
instancias/solved/instancia-50-50-15.3.4.col.0,50,50,15,3,4,0,45.2775,45.2528
instancias/solved/instancia-50-50-15.3.4.col.11,50,50,15,3,4,11,11.1114,9.86531
instancias/solved/instancia-50-50-15.3.4.col.19,50,50,15,3,4,19,5.08509,1.14433
instancias/solved/instancia-50-50-15.3.4.col.3,50,50,15,3,4,3,18.7693,18.6689
instancias/solved/instancia-50-50-15.3.4.col.8,50,50,15,3,4,8,29.5723,28.8593
instancias/solved/instancia-50-50-15.3.5.col.0,50,50,15,3,5,0,298.722,298.7
instancias/solved/instancia-50-50-15.3.5.col.11,50,50,15,3,5,11,79.3585,77.565
instancias/solved/instancia-50-50-15.3.5.col.19,50,50,15,3,5,19,50.0583,45.9414
instancias/solved/instancia-50-50-15.3.5.col.3,50,50,15,3,5,3,169.844,169.722
instancias/solved/instancia-50-50-15.3.5.col.8,50,50,15,3,5,8,122.843,121.924
instancias/solved/instancia-50-50-15.4.1.col.0,50,50,15,4,1,0,600.018,600.004
instancias/solved/instancia-50-50-15.4.1.col.11,50,50,15,4,1,11,602.353,600.002
instancias/solved/instancia-50-50-15.4.1.col.19,50,50,15,4,1,19,605.384,600.003
instancias/solved/instancia-50-50-15.4.1.col.3,50,50,15,4,1,3,575.798,575.585
instancias/solved/instancia-50-50-15.4.1.col.8,50,50,15,4,1,8,601.266,600.002
instancias/solved/instancia-50-50-15.4.2.col.0,50,50,15,4,2,0,486.045,486.022
instancias/solved/instancia-50-50-15.4.2.col.11,50,50,15,4,2,11,601.98,600.001
instancias/solved/instancia-50-50-15.4.2.col.19,50,50,15,4,2,19,522.955,517.531
instancias/solved/instancia-50-50-15.4.2.col.3,50,50,15,4,2,3,600.185,600.002
instancias/solved/instancia-50-50-15.4.2.col.8,50,50,15,4,2,8,601.216,600.001
instancias/solved/instancia-50-50-15.4.3.col.0,50,50,15,4,3,0,182.974,182.956
instancias/solved/instancia-50-50-15.4.3.col.11,50,50,15,4,3,11,350.211,347.994
instancias/solved/instancia-50-50-15.4.3.col.19,50,50,15,4,3,19,83.6671,79.0354
instancias/solved/instancia-50-50-15.4.3.col.3,50,50,15,4,3,3,478.331,478.162
instancias/solved/instancia-50-50-15.4.3.col.8,50,50,15,4,3,8,317.527,316.447
instancias/solved/instancia-50-50-15.4.4.col.0,50,50,15,4,4,0,530.513,530.487
instancias/solved/instancia-50-50-15.4.4.col.11,50,50,15,4,4,11,278.338,276.26
instancias/solved/instancia-50-50-15.4.4.col.19,50,50,15,4,4,19,133.716,127.632
instancias/solved/instancia-50-50-15.4.4.col.3,50,50,15,4,4,3,600.221,600.002
instancias/solved/instancia-50-50-15.4.4.col.8,50,50,15,4,4,8,383.808,382.537
instancias/solved/instancia-50-50-15.4.5.col.0,50,50,15,4,5,0,171.212,171.187
instancias/solved/instancia-50-50-15.4.5.col.11,50,50,15,4,5,11,328.419,326.529
instancias/solved/instancia-50-50-15.4.5.col.19,50,50,15,4,5,19,147.573,143.164
instancias/solved/instancia-50-50-15.4.5.col.3,50,50,15,4,5,3,381.088,380.981
instancias/solved/instancia-50-50-15.4.5.col.8,50,50,15,4,5,8,600.851,600.002
instancias/solved/instancia-50-50-15.5.1.col.0,50,50,15,5,1,0,57.2995,57.2855
instancias/solved/instancia-50-50-15.5.1.col.11,50,50,15,5,1,11,25.9215,24.146
instancias/solved/instancia-50-50-15.5.1.col.19,50,50,15,5,1,19,6.62643,1.25999
instancias/solved/instancia-50-50-15.5.1.col.3,50,50,15,5,1,3,63.3047,63.1898
instancias/solved/instancia-50-50-15.5.1.col.8,50,50,15,5,1,8,20.672,19.5775
instancias/solved/instancia-50-50-15.5.2.col.0,50,50,15,5,2,0,30.6433,30.6297
instancias/solved/instancia-50-50-15.5.2.col.11,50,50,15,5,2,11,8.56562,7.36501
instancias/solved/instancia-50-50-15.5.2.col.19,50,50,15,5,2,19,10.2041,6.31286
instancias/solved/instancia-50-50-15.5.2.col.3,50,50,15,5,2,3,11.9621,11.8477
instancias/solved/instancia-50-50-15.5.2.col.8,50,50,15,5,2,8,2.90156,2.28431
instancias/solved/instancia-50-50-15.5.3.col.0,50,50,15,5,3,0,15.6459,15.6312
instancias/solved/instancia-50-50-15.5.3.col.11,50,50,15,5,3,11,11.4556,10.0291
instancias/solved/instancia-50-50-15.5.3.col.19,50,50,15,5,3,19,11.1885,7.1052
instancias/solved/instancia-50-50-15.5.3.col.3,50,50,15,5,3,3,21.9094,21.7724
instancias/solved/instancia-50-50-15.5.3.col.8,50,50,15,5,3,8,26.1209,25.3914
instancias/solved/instancia-50-50-15.5.4.col.0,50,50,15,5,4,0,38.8987,38.8753
instancias/solved/instancia-50-50-15.5.4.col.11,50,50,15,5,4,11,52.1051,50.5603
instancias/solved/instancia-50-50-15.5.4.col.19,50,50,15,5,4,19,55.7872,51.3193
instancias/solved/instancia-50-50-15.5.4.col.3,50,50,15,5,4,3,89.3041,89.1459
instancias/solved/instancia-50-50-15.5.4.col.8,50,50,15,5,4,8,175.916,174.915
instancias/solved/instancia-50-50-15.5.5.col.0,50,50,15,5,5,0,276.682,276.655
instancias/solved/instancia-50-50-15.5.5.col.11,50,50,15,5,5,11,601.61,600.002
instancias/solved/instancia-50-50-15.5.5.col.19,50,50,15,5,5,19,151.927,147.557
instancias/solved/instancia-50-50-15.5.5.col.3,50,50,15,5,5,3,600.126,600.003
instancias/solved/instancia-50-50-15.5.5.col.8,50,50,15,5,5,8,600.811,600.002
instancias/solved/instancia-50-50-5.1.1.col.0,50,50,5,1,1,0,0.0358489,0.0251231
instancias/solved/instancia-50-50-5.1.1.col.11,50,50,5,1,1,11,0.283082,0.058033
instancias/solved/instancia-50-50-5.1.1.col.19,50,50,5,1,1,19,0.668085,0.141111
instancias/solved/instancia-50-50-5.1.1.col.3,50,50,5,1,1,3,0.081578,0.060149
instancias/solved/instancia-50-50-5.1.1.col.8,50,50,5,1,1,8,0.228528,0.0913291
instancias/solved/instancia-50-50-5.1.2.col.0,50,50,5,1,2,0,0.031883,0.0226109
instancias/solved/instancia-50-50-5.1.2.col.11,50,50,5,1,2,11,0.316068,0.1642
instancias/solved/instancia-50-50-5.1.2.col.19,50,50,5,1,2,19,0.521569,0.145925
instancias/solved/instancia-50-50-5.1.2.col.3,50,50,5,1,2,3,0.113953,0.086616
instancias/solved/instancia-50-50-5.1.2.col.8,50,50,5,1,2,8,0.193075,0.0982819
instancias/solved/instancia-50-50-5.1.3.col.0,50,50,5,1,3,0,0.0347378,0.0248148
instancias/solved/instancia-50-50-5.1.3.col.11,50,50,5,1,3,11,0.442174,0.186828
instancias/solved/instancia-50-50-5.1.3.col.19,50,50,5,1,3,19,0.594754,0.0675449
instancias/solved/instancia-50-50-5.1.3.col.3,50,50,5,1,3,3,0.132262,0.0961132
instancias/solved/instancia-50-50-5.1.3.col.8,50,50,5,1,3,8,0.209032,0.043498
instancias/solved/instancia-50-50-5.1.4.col.0,50,50,5,1,4,0,0.023946,0.020571
instancias/solved/instancia-50-50-5.1.4.col.11,50,50,5,1,4,11,0.349761,0.0594552
instancias/solved/instancia-50-50-5.1.4.col.19,50,50,5,1,4,19,0.729214,0.154126
instancias/solved/instancia-50-50-5.1.4.col.3,50,50,5,1,4,3,0.0831912,0.0518339
instancias/solved/instancia-50-50-5.1.4.col.8,50,50,5,1,4,8,0.298285,0.117858
instancias/solved/instancia-50-50-5.1.5.col.0,50,50,5,1,5,0,0.059947,0.056659
instancias/solved/instancia-50-50-5.1.5.col.11,50,50,5,1,5,11,0.259424,0.0585001
instancias/solved/instancia-50-50-5.1.5.col.19,50,50,5,1,5,19,0.658957,0.169777
instancias/solved/instancia-50-50-5.1.5.col.3,50,50,5,1,5,3,0.0971992,0.073987
instancias/solved/instancia-50-50-5.1.5.col.8,50,50,5,1,5,8,1.39751,1.26587
instancias/solved/instancia-50-50-5.2.1.col.0,50,50,5,2,1,0,0.024461,0.0213869
instancias/solved/instancia-50-50-5.2.1.col.11,50,50,5,2,1,11,0.297662,0.0592129
