archivo,nodos,densidad,particiones,i,j,algs,tt,ta
instancias/solved/instancia-30-25-5.3.3.col.19,30,25,5,3,3,19,0.0777149,0.0265799
instancias/solved/instancia-30-25-5.3.3.col.3,30,25,5,3,3,3,0.0189149,0.0126858
instancias/solved/instancia-30-25-5.3.3.col.8,30,25,5,3,3,8,0.0479019,0.0251849
instancias/solved/instancia-30-25-5.3.4.col.0,30,25,5,3,4,0,0.011162,0.00930691
instancias/solved/instancia-30-25-5.3.4.col.11,30,25,5,3,4,11,0.0353029,0.0110211
instancias/solved/instancia-30-25-5.3.4.col.19,30,25,5,3,4,19,0.051635,0.01227
instancias/solved/instancia-30-25-5.3.4.col.3,30,25,5,3,4,3,0.0254591,0.019155
instancias/solved/instancia-30-25-5.3.4.col.8,30,25,5,3,4,8,0.040885,0.0231371
instancias/solved/instancia-30-25-5.3.5.col.0,30,25,5,3,5,0,0.00802398,0.00566196
instancias/solved/instancia-30-25-5.3.5.col.11,30,25,5,3,5,11,0.049546,0.018333
instancias/solved/instancia-30-25-5.3.5.col.19,30,25,5,3,5,19,0.06286,0.011523
instancias/solved/instancia-30-25-5.3.5.col.3,30,25,5,3,5,3,0.036196,0.0281689
instancias/solved/instancia-30-25-5.3.5.col.8,30,25,5,3,5,8,0.0510318,0.0251002
instancias/solved/instancia-30-25-5.4.1.col.0,30,25,5,4,1,0,0.0118351,0.0109599
instancias/solved/instancia-30-25-5.4.1.col.11,30,25,5,4,1,11,0.0410471,0.00893116
instancias/solved/instancia-30-25-5.4.1.col.19,30,25,5,4,1,19,0.050976,0.00939703
instancias/solved/instancia-30-25-5.4.1.col.3,30,25,5,4,1,3,0.025423,0.0189369
instancias/solved/instancia-30-25-5.4.1.col.8,30,25,5,4,1,8,0.0423961,0.01581
instancias/solved/instancia-30-25-5.4.2.col.0,30,25,5,4,2,0,0.00886202,0.00641704
instancias/solved/instancia-30-25-5.4.2.col.11,30,25,5,4,2,11,0.0613141,0.0256019
instancias/solved/instancia-30-25-5.4.2.col.19,30,25,5,4,2,19,0.0693369,0.012377
instancias/solved/instancia-30-25-5.4.2.col.3,30,25,5,4,2,3,0.0218492,0.00938106
instancias/solved/instancia-30-25-5.4.2.col.8,30,25,5,4,2,8,0.038986,0.020762
instancias/solved/instancia-30-25-5.4.3.col.0,30,25,5,4,3,0,0.00745702,0.00632501
instancias/solved/instancia-30-25-5.4.3.col.11,30,25,5,4,3,11,0.0462849,0.01034
instancias/solved/instancia-30-25-5.4.3.col.19,30,25,5,4,3,19,0.0566821,0.0106471
instancias/solved/instancia-30-25-5.4.3.col.3,30,25,5,4,3,3,0.016567,0.00870705
instancias/solved/instancia-30-25-5.4.3.col.8,30,25,5,4,3,8,0.0331392,0.00687289
instancias/solved/instancia-30-25-5.4.4.col.0,30,25,5,4,4,0,0.00676417,0.00592089
instancias/solved/instancia-30-25-5.4.4.col.11,30,25,5,4,4,11,0.0500779,0.013628
instancias/solved/instancia-30-25-5.4.4.col.19,30,25,5,4,4,19,0.0673811,0.0103061
instancias/solved/instancia-30-25-5.4.4.col.3,30,25,5,4,4,3,0.0225811,0.00798297
instancias/solved/instancia-30-25-5.4.4.col.8,30,25,5,4,4,8,0.0379951,0.0100629
instancias/solved/instancia-30-25-5.4.5.col.0,30,25,5,4,5,0,0.00728893,0.00644898
instancias/solved/instancia-30-25-5.4.5.col.11,30,25,5,4,5,11,0.0606151,0.0147231
instancias/solved/instancia-30-25-5.4.5.col.19,30,25,5,4,5,19,0.0886021,0.0377562
instancias/solved/instancia-30-25-5.4.5.col.3,30,25,5,4,5,3,0.0280638,0.020978
instancias/solved/instancia-30-25-5.4.5.col.8,30,25,5,4,5,8,0.0297511,0.00757909
instancias/solved/instancia-30-25-5.5.1.col.0,30,25,5,5,1,0,0.00961089,0.00836992
instancias/solved/instancia-30-25-5.5.1.col.11,30,25,5,5,1,11,0.054045,0.020308
instancias/solved/instancia-30-25-5.5.1.col.19,30,25,5,5,1,19,0.0845411,0.0401342
instancias/solved/instancia-30-25-5.5.1.col.3,30,25,5,5,1,3,0.0254211,0.014776
instancias/solved/instancia-30-25-5.5.1.col.8,30,25,5,5,1,8,0.0298951,0.00835204
instancias/solved/instancia-30-25-5.5.2.col.0,30,25,5,5,2,0,0.00638413,0.00542784
instancias/solved/instancia-30-25-5.5.2.col.11,30,25,5,5,2,11,0.061528,0.0165582
instancias/solved/instancia-30-25-5.5.2.col.19,30,25,5,5,2,19,0.084677,0.0167289
instancias/solved/instancia-30-25-5.5.2.col.3,30,25,5,5,2,3,0.0249031,0.018049
instancias/solved/instancia-30-25-5.5.2.col.8,30,25,5,5,2,8,0.029912,0.00907803
instancias/solved/instancia-30-25-5.5.3.col.0,30,25,5,5,3,0,0.013258,0.0105829
instancias/solved/instancia-30-25-5.5.3.col.11,30,25,5,5,3,11,0.0359521,0.00984597
instancias/solved/instancia-30-25-5.5.3.col.19,30,25,5,5,3,19,0.0513349,0.0117919
instancias/solved/instancia-30-25-5.5.3.col.3,30,25,5,5,3,3,0.021951,0.01546
instancias/solved/instancia-30-25-5.5.3.col.8,30,25,5,5,3,8,0.047296,0.0183241
instancias/solved/instancia-30-25-5.5.4.col.0,30,25,5,5,4,0,0.00905704,0.00665188
instancias/solved/instancia-30-25-5.5.4.col.11,30,25,5,5,4,11,0.06916,0.0340121
instancias/solved/instancia-30-25-5.5.4.col.19,30,25,5,5,4,19,0.0835981,0.028815
instancias/solved/instancia-30-25-5.5.4.col.3,30,25,5,5,4,3,0.0327401,0.017801
instancias/solved/instancia-30-25-5.5.4.col.8,30,25,5,5,4,8,0.0474081,0.0234699
instancias/solved/instancia-30-25-5.5.5.col.0,30,25,5,5,5,0,0.00751495,0.00571418
instancias/solved/instancia-30-25-5.5.5.col.11,30,25,5,5,5,11,0.0524261,0.0114622
instancias/solved/instancia-30-25-5.5.5.col.19,30,25,5,5,5,19,0.0644341,0.0120971
instancias/solved/instancia-30-25-5.5.5.col.3,30,25,5,5,5,3,0.019357,0.00885606
instancias/solved/instancia-30-25-5.5.5.col.8,30,25,5,5,5,8,0.0624321,0.0277722
instancias/solved/instancia-30-50-10.1.1.col.0,30,50,10,1,1,0,0.552834,0.545331
instancias/solved/instancia-30-50-10.1.1.col.11,30,50,10,1,1,11,2.38207,2.21586
instancias/solved/instancia-30-50-10.1.1.col.19,30,50,10,1,1,19,0.492933,0.140974
instancias/solved/instancia-30-50-10.1.1.col.3,30,50,10,1,1,3,0.681009,0.650384
instancias/solved/instancia-30-50-10.1.1.col.8,30,50,10,1,1,8,1.77922,1.68024
instancias/solved/instancia-30-50-10.1.2.col.0,30,50,10,1,2,0,0.0894332,0.083497
instancias/solved/instancia-30-50-10.1.2.col.11,30,50,10,1,2,11,0.455868,0.334553
instancias/solved/instancia-30-50-10.1.2.col.19,30,50,10,1,2,19,0.288558,0.082123
instancias/solved/instancia-30-50-10.1.2.col.3,30,50,10,1,2,3,0.144731,0.127326
instancias/solved/instancia-30-50-10.1.2.col.8,30,50,10,1,2,8,0.133292,0.065151
instancias/solved/instancia-30-50-10.1.3.col.0,30,50,10,1,3,0,0.519822,0.513848
instancias/solved/instancia-30-50-10.1.3.col.11,30,50,10,1,3,11,0.776604,0.661188
instancias/solved/instancia-30-50-10.1.3.col.19,30,50,10,1,3,19,0.313742,0.0721629
instancias/solved/instancia-30-50-10.1.3.col.3,30,50,10,1,3,3,0.588487,0.565691
instancias/solved/instancia-30-50-10.1.3.col.8,30,50,10,1,3,8,0.146081,0.060714
instancias/solved/instancia-30-50-10.1.4.col.0,30,50,10,1,4,0,2.74292,2.7362
instancias/solved/instancia-30-50-10.1.4.col.11,30,50,10,1,4,11,1.54654,1.36276
instancias/solved/instancia-30-50-10.1.4.col.19,30,50,10,1,4,19,0.510495,0.113246
instancias/solved/instancia-30-50-10.1.4.col.3,30,50,10,1,4,3,0.870257,0.848283
instancias/solved/instancia-30-50-10.1.4.col.8,30,50,10,1,4,8,1.51362,1.40513
instancias/solved/instancia-30-50-10.1.5.col.0,30,50,10,1,5,0,0.400891,0.394093
instancias/solved/instancia-30-50-10.1.5.col.11,30,50,10,1,5,11,0.354335,0.156904
instancias/solved/instancia-30-50-10.1.5.col.19,30,50,10,1,5,19,5.89581,5.48386
instancias/solved/instancia-30-50-10.1.5.col.3,30,50,10,1,5,3,0.846106,0.816948
instancias/solved/instancia-30-50-10.1.5.col.8,30,50,10,1,5,8,0.220498,0.0939519
instancias/solved/instancia-30-50-10.2.1.col.0,30,50,10,2,1,0,3.50163,3.49142
instancias/solved/instancia-30-50-10.2.1.col.11,30,50,10,2,1,11,5.47064,5.22504
instancias/solved/instancia-30-50-10.2.1.col.19,30,50,10,2,1,19,3.59609,3.12665
instancias/solved/instancia-30-50-10.2.1.col.3,30,50,10,2,1,3,3.70201,3.6747
instancias/solved/instancia-30-50-10.2.1.col.8,30,50,10,2,1,8,4.22263,4.09093
instancias/solved/instancia-30-50-10.2.2.col.0,30,50,10,2,2,0,1.24223,1.23634
instancias/solved/instancia-30-50-10.2.2.col.11,30,50,10,2,2,11,0.306225,0.103632
instancias/solved/instancia-30-50-10.2.2.col.19,30,50,10,2,2,19,0.513582,0.120328
instancias/solved/instancia-30-50-10.2.2.col.3,30,50,10,2,2,3,1.4738,1.4505
instancias/solved/instancia-30-50-10.2.2.col.8,30,50,10,2,2,8,2.15578,2.05136
instancias/solved/instancia-30-50-10.2.3.col.0,30,50,10,2,3,0,0.321526,0.316862
instancias/solved/instancia-30-50-10.2.3.col.11,30,50,10,2,3,11,0.0819809,0.0300341
instancias/solved/instancia-30-50-10.2.3.col.19,30,50,10,2,3,19,0.086822,0.030236
instancias/solved/instancia-30-50-10.2.3.col.3,30,50,10,2,3,3,0.18667,0.169331
instancias/solved/instancia-30-50-10.2.3.col.8,30,50,10,2,3,8,0.0788009,0.029717
instancias/solved/instancia-30-50-10.2.4.col.0,30,50,10,2,4,0,0.88617,0.876639
instancias/solved/instancia-30-50-10.2.4.col.11,30,50,10,2,4,11,0.294534,0.12722
instancias/solved/instancia-30-50-10.2.4.col.19,30,50,10,2,4,19,0.621718,0.222918
instancias/solved/instancia-30-50-10.2.4.col.3,30,50,10,2,4,3,1.04719,1.02647
instancias/solved/instancia-30-50-10.2.4.col.8,30,50,10,2,4,8,0.748156,0.651865
instancias/solved/instancia-30-50-10.2.5.col.0,30,50,10,2,5,0,2.42892,2.41885
instancias/solved/instancia-30-50-10.2.5.col.11,30,50,10,2,5,11,2.74882,2.60265
instancias/solved/instancia-30-50-10.2.5.col.19,30,50,10,2,5,19,2.5661,2.1365
instancias/solved/instancia-30-50-10.2.5.col.3,30,50,10,2,5,3,1.21108,1.19647
instancias/solved/instancia-30-50-10.2.5.col.8,30,50,10,2,5,8,1.23094,1.15116
instancias/solved/instancia-30-50-10.3.1.col.0,30,50,10,3,1,0,0.336643,0.325697
instancias/solved/instancia-30-50-10.3.1.col.11,30,50,10,3,1,11,0.09376,0.0131609
instancias/solved/instancia-30-50-10.3.1.col.19,30,50,10,3,1,19,0.09443,0.0137022
instancias/solved/instancia-30-50-10.3.1.col.3,30,50,10,3,1,3,0.556188,0.537484
instancias/solved/instancia-30-50-10.3.1.col.8,30,50,10,3,1,8,0.1114,0.0414181
instancias/solved/instancia-30-50-10.3.2.col.0,30,50,10,3,2,0,1.00405,0.993347
instancias/solved/instancia-30-50-10.3.2.col.11,30,50,10,3,2,11,1.37995,1.23078
instancias/solved/instancia-30-50-10.3.2.col.19,30,50,10,3,2,19,2.1073,1.76777
instancias/solved/instancia-30-50-10.3.2.col.3,30,50,10,3,2,3,1.0377,1.01529
instancias/solved/instancia-30-50-10.3.2.col.8,30,50,10,3,2,8,0.49864,0.406581
instancias/solved/instancia-30-50-10.3.3.col.0,30,50,10,3,3,0,1.9969,1.9889
instancias/solved/instancia-30-50-10.3.3.col.11,30,50,10,3,3,11,3.24561,3.18252
instancias/solved/instancia-30-50-10.3.3.col.19,30,50,10,3,3,19,3.39475,3.29731
instancias/solved/instancia-30-50-10.3.3.col.3,30,50,10,3,3,3,2.21766,2.20295
instancias/solved/instancia-30-50-10.3.3.col.8,30,50,10,3,3,8,2.85083,2.80105
instancias/solved/instancia-30-50-10.3.4.col.0,30,50,10,3,4,0,0.537559,0.524808
instancias/solved/instancia-30-50-10.3.4.col.11,30,50,10,3,4,11,0.090167,0.0103409
instancias/solved/instancia-30-50-10.3.4.col.19,30,50,10,3,4,19,0.094424,0.00962496
instancias/solved/instancia-30-50-10.3.4.col.3,30,50,10,3,4,3,0.398663,0.379589
instancias/solved/instancia-30-50-10.3.4.col.8,30,50,10,3,4,8,0.0887198,0.0135131
instancias/solved/instancia-30-50-10.3.5.col.0,30,50,10,3,5,0,0.106802,0.097254
instancias/solved/instancia-30-50-10.3.5.col.11,30,50,10,3,5,11,0.0949218,0.029325
instancias/solved/instancia-30-50-10.3.5.col.19,30,50,10,3,5,19,0.138693,0.0419929
instancias/solved/instancia-30-50-10.3.5.col.3,30,50,10,3,5,3,0.0842371,0.070709
instancias/solved/instancia-30-50-10.3.5.col.8,30,50,10,3,5,8,0.082298,0.03392
instancias/solved/instancia-30-50-10.4.1.col.0,30,50,10,4,1,0,0.729022,0.720857
instancias/solved/instancia-30-50-10.4.1.col.11,30,50,10,4,1,11,0.612353,0.528867
instancias/solved/instancia-30-50-10.4.1.col.19,30,50,10,4,1,19,0.359832,0.122171
instancias/solved/instancia-30-50-10.4.1.col.3,30,50,10,4,1,3,1.04645,1.02769
instancias/solved/instancia-30-50-10.4.1.col.8,30,50,10,4,1,8,0.814842,0.760596
instancias/solved/instancia-30-50-10.4.2.col.0,30,50,10,4,2,0,0.576089,0.564516
instancias/solved/instancia-30-50-10.4.2.col.11,30,50,10,4,2,11,0.280575,0.140418
instancias/solved/instancia-30-50-10.4.2.col.19,30,50,10,4,2,19,1.65015,1.36998
instancias/solved/instancia-30-50-10.4.2.col.3,30,50,10,4,2,3,0.699453,0.679038
instancias/solved/instancia-30-50-10.4.2.col.8,30,50,10,4,2,8,0.17095,0.084482
instancias/solved/instancia-30-50-10.4.3.col.0,30,50,10,4,3,0,0.268785,0.260694
instancias/solved/instancia-30-50-10.4.3.col.11,30,50,10,4,3,11,0.15108,0.0339859
instancias/solved/instancia-30-50-10.4.3.col.19,30,50,10,4,3,19,0.687309,0.488518
instancias/solved/instancia-30-50-10.4.3.col.3,30,50,10,4,3,3,0.929263,0.899755
instancias/solved/instancia-30-50-10.4.3.col.8,30,50,10,4,3,8,0.47759,0.387601
instancias/solved/instancia-30-50-10.4.4.col.0,30,50,10,4,4,0,5.00231,4.99631
instancias/solved/instancia-30-50-10.4.4.col.11,30,50,10,4,4,11,3.14013,3.00534
instancias/solved/instancia-30-50-10.4.4.col.19,30,50,10,4,4,19,4.08808,3.7664
instancias/solved/instancia-30-50-10.4.4.col.3,30,50,10,4,4,3,4.51526,4.49693
instancias/solved/instancia-30-50-10.4.4.col.8,30,50,10,4,4,8,3.19577,3.12599
instancias/solved/instancia-30-50-10.4.5.col.0,30,50,10,4,5,0,0.480683,0.470017
instancias/solved/instancia-30-50-10.4.5.col.11,30,50,10,4,5,11,1.75541,1.59906
instancias/solved/instancia-30-50-10.4.5.col.19,30,50,10,4,5,19,0.392098,0.0943861
instancias/solved/instancia-30-50-10.4.5.col.3,30,50,10,4,5,3,0.422423,0.407112
instancias/solved/instancia-30-50-10.4.5.col.8,30,50,10,4,5,8,1.19733,1.10153
instancias/solved/instancia-30-50-10.5.1.col.0,30,50,10,5,1,0,8.73959,8.73112
instancias/solved/instancia-30-50-10.5.1.col.11,30,50,10,5,1,11,3.11857,2.97764
instancias/solved/instancia-30-50-10.5.1.col.19,30,50,10,5,1,19,3.16475,2.8289
instancias/solved/instancia-30-50-10.5.1.col.3,30,50,10,5,1,3,5.65568,5.62986
instancias/solved/instancia-30-50-10.5.1.col.8,30,50,10,5,1,8,5.16392,5.07481
instancias/solved/instancia-30-50-10.5.2.col.0,30,50,10,5,2,0,0.531979,0.519404
instancias/solved/instancia-30-50-10.5.2.col.11,30,50,10,5,2,11,1.26125,1.09961
instancias/solved/instancia-30-50-10.5.2.col.19,30,50,10,5,2,19,2.92752,2.55855
instancias/solved/instancia-30-50-10.5.2.col.3,30,50,10,5,2,3,1.19907,1.17981
instancias/solved/instancia-30-50-10.5.2.col.8,30,50,10,5,2,8,1.02557,0.934451
instancias/solved/instancia-30-50-10.5.3.col.0,30,50,10,5,3,0,24.1583,24.1477
instancias/solved/instancia-30-50-10.5.3.col.11,30,50,10,5,3,11,20.5794,20.3511
instancias/solved/instancia-30-50-10.5.3.col.19,30,50,10,5,3,19,22.2552,21.7813
instancias/solved/instancia-30-50-10.5.3.col.3,30,50,10,5,3,3,18.8373,18.8016
instancias/solved/instancia-30-50-10.5.3.col.8,30,50,10,5,3,8,25.2723,25.1227
instancias/solved/instancia-30-50-10.5.4.col.0,30,50,10,5,4,0,2.90708,2.90037
instancias/solved/instancia-30-50-10.5.4.col.11,30,50,10,5,4,11,5.56387,5.4721
instancias/solved/instancia-30-50-10.5.4.col.19,30,50,10,5,4,19,5.61802,5.40549
instancias/solved/instancia-30-50-10.5.4.col.3,30,50,10,5,4,3,4.34848,4.32511
instancias/solved/instancia-30-50-10.5.4.col.8,30,50,10,5,4,8,5.7759,5.71551
instancias/solved/instancia-30-50-10.5.5.col.0,30,50,10,5,5,0,1.89965,1.89291
instancias/solved/instancia-30-50-10.5.5.col.11,30,50,10,5,5,11,1.53996,1.35812
instancias/solved/instancia-30-50-10.5.5.col.19,30,50,10,5,5,19,2.6274,2.26183
instancias/solved/instancia-30-50-10.5.5.col.3,30,50,10,5,5,3,0.569446,0.545114
instancias/solved/instancia-30-50-10.5.5.col.8,30,50,10,5,5,8,0.204631,0.095542
instancias/solved/instancia-30-50-15.1.1.col.0,30,50,15,1,1,0,118.371,118.361
instancias/solved/instancia-30-50-15.1.1.col.11,30,50,15,1,1,11,36.7107,36.3055
instancias/solved/instancia-30-50-15.1.1.col.19,30,50,15,1,1,19,13.4538,12.421
instancias/solved/instancia-30-50-15.1.1.col.3,30,50,15,1,1,3,96.2103,96.1566
instancias/solved/instancia-30-50-15.1.1.col.8,30,50,15,1,1,8,110.957,110.733
instancias/solved/instancia-30-50-15.1.2.col.0,30,50,15,1,2,0,598.528,598.52
instancias/solved/instancia-30-50-15.1.2.col.11,30,50,15,1,2,11,186.655,186.083
instancias/solved/instancia-30-50-15.1.2.col.19,30,50,15,1,2,19,8.14953,7.01347
instancias/solved/instancia-30-50-15.1.2.col.3,30,50,15,1,2,3,600.051,600.001
instancias/solved/instancia-30-50-15.1.2.col.8,30,50,15,1,2,8,563.016,562.732
instancias/solved/instancia-30-50-15.1.3.col.0,30,50,15,1,3,0,65.8777,65.8698
instancias/solved/instancia-30-50-15.1.3.col.11,30,50,15,1,3,11,2.06427,1.66187
instancias/solved/instancia-30-50-15.1.3.col.19,30,50,15,1,3,19,1.17017,0.342199
instancias/solved/instancia-30-50-15.1.3.col.3,30,50,15,1,3,3,16.2081,16.1595
instancias/solved/instancia-30-50-15.1.3.col.8,30,50,15,1,3,8,3.26877,3.0226
instancias/solved/instancia-30-50-15.1.4.col.0,30,50,15,1,4,0,152.06,152.051
instancias/solved/instancia-30-50-15.1.4.col.11,30,50,15,1,4,11,39.3765,39.0821
instancias/solved/instancia-30-50-15.1.4.col.19,30,50,15,1,4,19,11.0763,10.2077
instancias/solved/instancia-30-50-15.1.4.col.3,30,50,15,1,4,3,70.7902,70.7398
instancias/solved/instancia-30-50-15.1.4.col.8,30,50,15,1,4,8,106.013,105.805
instancias/solved/instancia-30-50-15.1.5.col.0,30,50,15,1,5,0,74.6483,74.6329
instancias/solved/instancia-30-50-15.1.5.col.11,30,50,15,1,5,11,24.9673,24.3978
instancias/solved/instancia-30-50-15.1.5.col.19,30,50,15,1,5,19,7.23612,6.09661
instancias/solved/instancia-30-50-15.1.5.col.3,30,50,15,1,5,3,78.2095,78.1564
instancias/solved/instancia-30-50-15.1.5.col.8,30,50,15,1,5,8,135.447,135.149
instancias/solved/instancia-30-50-15.2.1.col.0,30,50,15,2,1,0,44.394,44.3782
instancias/solved/instancia-30-50-15.2.1.col.11,30,50,15,2,1,11,8.37841,7.93399
instancias/solved/instancia-30-50-15.2.1.col.19,30,50,15,2,1,19,1.29136,0.298874
instancias/solved/instancia-30-50-15.2.1.col.3,30,50,15,2,1,3,20.5199,20.4642
instancias/solved/instancia-30-50-15.2.1.col.8,30,50,15,2,1,8,6.75908,6.45562
instancias/solved/instancia-30-50-15.2.2.col.0,30,50,15,2,2,0,70.1087,70.095
instancias/solved/instancia-30-50-15.2.2.col.11,30,50,15,2,2,11,51.8698,51.4655
instancias/solved/instancia-30-50-15.2.2.col.19,30,50,15,2,2,19,6.28112,5.44507
instancias/solved/instancia-30-50-15.2.2.col.3,30,50,15,2,2,3,91.5813,91.5387
instancias/solved/instancia-30-50-15.2.2.col.8,30,50,15,2,2,8,83.224,83.0075
instancias/solved/instancia-30-50-15.2.3.col.0,30,50,15,2,3,0,96.4155,96.3995
instancias/solved/instancia-30-50-15.2.3.col.11,30,50,15,2,3,11,239.043,238.831
instancias/solved/instancia-30-50-15.2.3.col.19,30,50,15,2,3,19,145.492,144.997
instancias/solved/instancia-30-50-15.2.3.col.3,30,50,15,2,3,3,132.413,132.377
instancias/solved/instancia-30-50-15.2.3.col.8,30,50,15,2,3,8,242.977,242.835
instancias/solved/instancia-30-50-15.2.4.col.0,30,50,15,2,4,0,84.3177,84.3086
instancias/solved/instancia-30-50-15.2.4.col.11,30,50,15,2,4,11,131.964,131.609
instancias/solved/instancia-30-50-15.2.4.col.19,30,50,15,2,4,19,41.2698,40.4216
instancias/solved/instancia-30-50-15.2.4.col.3,30,50,15,2,4,3,130.378,130.34
instancias/solved/instancia-30-50-15.2.4.col.8,30,50,15,2,4,8,173.356,173.186
instancias/solved/instancia-30-50-15.2.5.col.0,30,50,15,2,5,0,35.2727,35.2623
instancias/solved/instancia-30-50-15.2.5.col.11,30,50,15,2,5,11,0.330163,0.0323861
instancias/solved/instancia-30-50-15.2.5.col.19,30,50,15,2,5,19,0.498026,0.101642
instancias/solved/instancia-30-50-15.2.5.col.3,30,50,15,2,5,3,7.04088,6.98438
instancias/solved/instancia-30-50-15.2.5.col.8,30,50,15,2,5,8,0.535067,0.347099
instancias/solved/instancia-30-50-15.3.1.col.0,30,50,15,3,1,0,27.8021,27.7847
instancias/solved/instancia-30-50-15.3.1.col.11,30,50,15,3,1,11,0.347946,0.108991
instancias/solved/instancia-30-50-15.3.1.col.19,30,50,15,3,1,19,0.571128,0.100958
instancias/solved/instancia-30-50-15.3.1.col.3,30,50,15,3,1,3,3.09623,3.05165
instancias/solved/instancia-30-50-15.3.1.col.8,30,50,15,3,1,8,13.3365,13.1483
instancias/solved/instancia-30-50-15.3.2.col.0,30,50,15,3,2,0,543.712,543.697
instancias/solved/instancia-30-50-15.3.2.col.11,30,50,15,3,2,11,219.909,219.501
instancias/solved/instancia-30-50-15.3.2.col.19,30,50,15,3,2,19,75.9492,74.8583
instancias/solved/instancia-30-50-15.3.2.col.3,30,50,15,3,2,3,447.431,447.376
instancias/solved/instancia-30-50-15.3.2.col.8,30,50,15,3,2,8,510.32,510.109
instancias/solved/instancia-30-50-15.3.3.col.0,30,50,15,3,3,0,19.6635,19.6502
instancias/solved/instancia-30-50-15.3.3.col.11,30,50,15,3,3,11,5.91969,5.42745
instancias/solved/instancia-30-50-15.3.3.col.19,30,50,15,3,3,19,1.50865,0.452998
instancias/solved/instancia-30-50-15.3.3.col.3,30,50,15,3,3,3,15.2153,15.1692
instancias/solved/instancia-30-50-15.3.3.col.8,30,50,15,3,3,8,79.2794,79.025
instancias/solved/instancia-30-50-15.3.4.col.0,30,50,15,3,4,0,14.9214,14.9135
instancias/solved/instancia-30-50-15.3.4.col.11,30,50,15,3,4,11,0.726947,0.372101
instancias/solved/instancia-30-50-15.3.4.col.19,30,50,15,3,4,19,1.02332,0.197048
instancias/solved/instancia-30-50-15.3.4.col.3,30,50,15,3,4,3,3.44162,3.39831
instancias/solved/instancia-30-50-15.3.4.col.8,30,50,15,3,4,8,2.68491,2.45405
instancias/solved/instancia-30-50-15.3.5.col.0,30,50,15,3,5,0,600.015,600.001
instancias/solved/instancia-30-50-15.3.5.col.11,30,50,15,3,5,11,335.532,335.153
instancias/solved/instancia-30-50-15.3.5.col.19,30,50,15,3,5,19,105.936,105.092
instancias/solved/instancia-30-50-15.3.5.col.3,30,50,15,3,5,3,281.512,281.469
instancias/solved/instancia-30-50-15.3.5.col.8,30,50,15,3,5,8,440.902,440.683
instancias/solved/instancia-30-50-15.4.1.col.0,30,50,15,4,1,0,4.11557,4.10017
instancias/solved/instancia-30-50-15.4.1.col.11,30,50,15,4,1,11,0.347204,0.075917
instancias/solved/instancia-30-50-15.4.1.col.19,30,50,15,4,1,19,0.567518,0.0862598
instancias/solved/instancia-30-50-15.4.1.col.3,30,50,15,4,1,3,1.30593,1.2633
instancias/solved/instancia-30-50-15.4.1.col.8,30,50,15,4,1,8,0.279151,0.093071
instancias/solved/instancia-30-50-15.4.2.col.0,30,50,15,4,2,0,5.76354,5.7555
instancias/solved/instancia-30-50-15.4.2.col.11,30,50,15,4,2,11,0.535407,0.15921
instancias/solved/instancia-30-50-15.4.2.col.19,30,50,15,4,2,19,1.08876,0.179678
instancias/solved/instancia-30-50-15.4.2.col.3,30,50,15,4,2,3,2.32732,2.27911
instancias/solved/instancia-30-50-15.4.2.col.8,30,50,15,4,2,8,0.832804,0.619444
instancias/solved/instancia-30-50-15.4.3.col.0,30,50,15,4,3,0,9.24194,9.22657
instancias/solved/instancia-30-50-15.4.3.col.11,30,50,15,4,3,11,1.18979,0.829857
instancias/solved/instancia-30-50-15.4.3.col.19,30,50,15,4,3,19,1.34655,0.580931
instancias/solved/instancia-30-50-15.4.3.col.3,30,50,15,4,3,3,14.3002,14.2559
instancias/solved/instancia-30-50-15.4.3.col.8,30,50,15,4,3,8,3.29014,3.11485
instancias/solved/instancia-30-50-15.4.4.col.0,30,50,15,4,4,0,4.2346,4.22172
instancias/solved/instancia-30-50-15.4.4.col.11,30,50,15,4,4,11,0.689896,0.175289
instancias/solved/instancia-30-50-15.4.4.col.19,30,50,15,4,4,19,3.70557,2.66943
instancias/solved/instancia-30-50-15.4.4.col.3,30,50,15,4,4,3,4.62773,4.58457
instancias/solved/instancia-30-50-15.4.4.col.8,30,50,15,4,4,8,21.0943,20.8433
instancias/solved/instancia-30-50-15.4.5.col.0,30,50,15,4,5,0,3.30817,3.29658
instancias/solved/instancia-30-50-15.4.5.col.11,30,50,15,4,5,11,0.243006,0.020227
instancias/solved/instancia-30-50-15.4.5.col.19,30,50,15,4,5,19,0.249677,0.02003
instancias/solved/instancia-30-50-15.4.5.col.3,30,50,15,4,5,3,2.99924,2.9433
instancias/solved/instancia-30-50-15.4.5.col.8,30,50,15,4,5,8,0.267354,0.054749
instancias/solved/instancia-30-50-15.5.1.col.0,30,50,15,5,1,0,298.298,298.286
instancias/solved/instancia-30-50-15.5.1.col.11,30,50,15,5,1,11,430.464,430.072
instancias/solved/instancia-30-50-15.5.1.col.19,30,50,15,5,1,19,102.649,101.591
instancias/solved/instancia-30-50-15.5.1.col.3,30,50,15,5,1,3,396.116,396.057
instancias/solved/instancia-30-50-15.5.1.col.8,30,50,15,5,1,8,432.262,432.047
instancias/solved/instancia-30-50-15.5.2.col.0,30,50,15,5,2,0,122.733,122.725
instancias/solved/instancia-30-50-15.5.2.col.11,30,50,15,5,2,11,71.7708,71.3488
instancias/solved/instancia-30-50-15.5.2.col.19,30,50,15,5,2,19,12.623,11.448
