archivo,nodos,densidad,particiones,i,j,varsel,nodesel,tt,ta
instancia-20-75-10.3.1.2.0.col.solved,20,75,10,3,1,2,0,1.51536,1.50959
instancia-20-75-10.3.1.3.0.col.solved,20,75,10,3,1,3,0,4.72464,4.71864
instancia-20-75-10.3.1.4.0.col.solved,20,75,10,3,1,4,0,0.742048,0.731763
instancia-20-75-10.3.2.-1.0.col.solved,20,75,10,3,2,-1,0,53.4799,53.4722
instancia-20-75-10.3.2.0.0.col.solved,20,75,10,3,2,0,0,4.56934,4.56021
instancia-20-75-10.3.2.0.1.col.solved,20,75,10,3,2,0,1,5.15459,5.15207
instancia-20-75-10.3.2.0.2.col.solved,20,75,10,3,2,0,2,5.26828,5.26333
instancia-20-75-10.3.2.0.3.col.solved,20,75,10,3,2,0,3,5.7128,5.70788
instancia-20-75-10.3.2.1.0.col.solved,20,75,10,3,2,1,0,59.3083,59.3022
instancia-20-75-10.3.2.2.0.col.solved,20,75,10,3,2,2,0,4.52836,4.51852
instancia-20-75-10.3.2.3.0.col.solved,20,75,10,3,2,3,0,13.6419,13.6319
instancia-20-75-10.3.2.4.0.col.solved,20,75,10,3,2,4,0,1.87587,1.86631
instancia-20-75-10.3.3.-1.0.col.solved,20,75,10,3,3,-1,0,600.009,600.001
instancia-20-75-10.3.3.0.0.col.solved,20,75,10,3,3,0,0,23.4389,23.4321
instancia-20-75-10.3.3.0.1.col.solved,20,75,10,3,3,0,1,25.9677,25.9579
instancia-20-75-10.3.3.0.2.col.solved,20,75,10,3,3,0,2,26.0027,25.9924
instancia-20-75-10.3.3.0.3.col.solved,20,75,10,3,3,0,3,25.1439,25.1338
instancia-20-75-10.3.3.1.0.col.solved,20,75,10,3,3,1,0,600.008,600.001
instancia-20-75-10.3.3.2.0.col.solved,20,75,10,3,3,2,0,23.6426,23.6364
instancia-20-75-10.3.3.3.0.col.solved,20,75,10,3,3,3,0,139.916,139.906
instancia-20-75-10.3.3.4.0.col.solved,20,75,10,3,3,4,0,15.8326,15.8263
instancia-20-75-10.3.4.-1.0.col.solved,20,75,10,3,4,-1,0,60.4849,60.4727
instancia-20-75-10.3.4.0.0.col.solved,20,75,10,3,4,0,0,3.22271,3.21147
instancia-20-75-10.3.4.0.1.col.solved,20,75,10,3,4,0,1,2.63487,2.62973
instancia-20-75-10.3.4.0.2.col.solved,20,75,10,3,4,0,2,2.61351,2.60379
instancia-20-75-10.3.4.0.3.col.solved,20,75,10,3,4,0,3,2.52276,2.51693
instancia-20-75-10.3.4.1.0.col.solved,20,75,10,3,4,1,0,47.278,47.2751
instancia-20-75-10.3.4.2.0.col.solved,20,75,10,3,4,2,0,3.2642,3.25808
instancia-20-75-10.3.4.3.0.col.solved,20,75,10,3,4,3,0,20.1508,20.1459
instancia-20-75-10.3.4.4.0.col.solved,20,75,10,3,4,4,0,2.20887,2.20329
instancia-20-75-10.3.5.-1.0.col.solved,20,75,10,3,5,-1,0,99.6169,99.6081
instancia-20-75-10.3.5.0.0.col.solved,20,75,10,3,5,0,0,7.48946,7.48024
instancia-20-75-10.3.5.0.1.col.solved,20,75,10,3,5,0,1,5.79879,5.79405
instancia-20-75-10.3.5.0.2.col.solved,20,75,10,3,5,0,2,6.14509,6.14003
instancia-20-75-10.3.5.0.3.col.solved,20,75,10,3,5,0,3,5.9117,5.90278
instancia-20-75-10.3.5.1.0.col.solved,20,75,10,3,5,1,0,93.953,93.9473
instancia-20-75-10.3.5.2.0.col.solved,20,75,10,3,5,2,0,7.49332,7.48469
instancia-20-75-10.3.5.3.0.col.solved,20,75,10,3,5,3,0,33.422,33.4112
instancia-20-75-10.3.5.4.0.col.solved,20,75,10,3,5,4,0,3.03574,3.02504
instancia-20-75-10.4.1.-1.0.col.solved,20,75,10,4,1,-1,0,92.4118,92.4064
instancia-20-75-10.4.1.0.0.col.solved,20,75,10,4,1,0,0,7.27689,7.26903
instancia-20-75-10.4.1.0.1.col.solved,20,75,10,4,1,0,1,6.86707,6.85846
instancia-20-75-10.4.1.0.2.col.solved,20,75,10,4,1,0,2,7.26458,7.25854
instancia-20-75-10.4.1.0.3.col.solved,20,75,10,4,1,0,3,6.5139,6.50209
instancia-20-75-10.4.1.1.0.col.solved,20,75,10,4,1,1,0,68.3025,68.3006
instancia-20-75-10.4.1.2.0.col.solved,20,75,10,4,1,2,0,7.29424,7.28825
instancia-20-75-10.4.1.3.0.col.solved,20,75,10,4,1,3,0,27.022,27.0128
instancia-20-75-10.4.1.4.0.col.solved,20,75,10,4,1,4,0,4.66376,4.65555
instancia-20-75-10.4.2.-1.0.col.solved,20,75,10,4,2,-1,0,149.52,149.515
instancia-20-75-10.4.2.0.0.col.solved,20,75,10,4,2,0,0,6.77972,6.77013
instancia-20-75-10.4.2.0.1.col.solved,20,75,10,4,2,0,1,7.99261,7.98779
instancia-20-75-10.4.2.0.2.col.solved,20,75,10,4,2,0,2,9.37834,9.36786
instancia-20-75-10.4.2.0.3.col.solved,20,75,10,4,2,0,3,10.1166,10.1107
instancia-20-75-10.4.2.1.0.col.solved,20,75,10,4,2,1,0,98.4305,98.4242
instancia-20-75-10.4.2.2.0.col.solved,20,75,10,4,2,2,0,6.80231,6.79326
instancia-20-75-10.4.2.3.0.col.solved,20,75,10,4,2,3,0,38.4998,38.4913
instancia-20-75-10.4.2.4.0.col.solved,20,75,10,4,2,4,0,4.63545,4.62866
instancia-20-75-10.4.3.-1.0.col.solved,20,75,10,4,3,-1,0,106.673,106.665
instancia-20-75-10.4.3.0.0.col.solved,20,75,10,4,3,0,0,2.09953,2.09141
instancia-20-75-10.4.3.0.1.col.solved,20,75,10,4,3,0,1,2.22059,2.21294
instancia-20-75-10.4.3.0.2.col.solved,20,75,10,4,3,0,2,2.11927,2.11046
instancia-20-75-10.4.3.0.3.col.solved,20,75,10,4,3,0,3,2.06274,2.05436
instancia-20-75-10.4.3.1.0.col.solved,20,75,10,4,3,1,0,86.8545,86.8482
instancia-20-75-10.4.3.2.0.col.solved,20,75,10,4,3,2,0,2.1035,2.09381
instancia-20-75-10.4.3.3.0.col.solved,20,75,10,4,3,3,0,25.0732,25.0637
instancia-20-75-10.4.3.4.0.col.solved,20,75,10,4,3,4,0,1.64839,1.64275
instancia-20-75-10.4.4.-1.0.col.solved,20,75,10,4,4,-1,0,23.5798,23.5701
instancia-20-75-10.4.4.0.0.col.solved,20,75,10,4,4,0,0,4.48898,4.48277
instancia-20-75-10.4.4.0.1.col.solved,20,75,10,4,4,0,1,5.95389,5.9463
instancia-20-75-10.4.4.0.2.col.solved,20,75,10,4,4,0,2,6.29627,6.28888
instancia-20-75-10.4.4.0.3.col.solved,20,75,10,4,4,0,3,6.04945,6.04215
instancia-20-75-10.4.4.1.0.col.solved,20,75,10,4,4,1,0,16.4308,16.4291
instancia-20-75-10.4.4.2.0.col.solved,20,75,10,4,4,2,0,4.5048,4.49501
instancia-20-75-10.4.4.3.0.col.solved,20,75,10,4,4,3,0,18.0108,18.0026
instancia-20-75-10.4.4.4.0.col.solved,20,75,10,4,4,4,0,2.03934,2.03035
instancia-20-75-10.4.5.-1.0.col.solved,20,75,10,4,5,-1,0,120.204,120.198
instancia-20-75-10.4.5.0.0.col.solved,20,75,10,4,5,0,0,5.86317,5.85757
instancia-20-75-10.4.5.0.1.col.solved,20,75,10,4,5,0,1,6.51403,6.5048
instancia-20-75-10.4.5.0.2.col.solved,20,75,10,4,5,0,2,6.06526,6.05713
instancia-20-75-10.4.5.0.3.col.solved,20,75,10,4,5,0,3,5.17223,5.16377
instancia-20-75-10.4.5.1.0.col.solved,20,75,10,4,5,1,0,100.625,100.619
instancia-20-75-10.4.5.2.0.col.solved,20,75,10,4,5,2,0,5.89884,5.89036
instancia-20-75-10.4.5.3.0.col.solved,20,75,10,4,5,3,0,38.4626,38.4549
instancia-20-75-10.4.5.4.0.col.solved,20,75,10,4,5,4,0,4.57889,4.56555
instancia-20-75-10.5.1.-1.0.col.solved,20,75,10,5,1,-1,0,12.3197,12.3138
instancia-20-75-10.5.1.0.0.col.solved,20,75,10,5,1,0,0,1.60353,1.59414
instancia-20-75-10.5.1.0.1.col.solved,20,75,10,5,1,0,1,1.48552,1.47866
instancia-20-75-10.5.1.0.2.col.solved,20,75,10,5,1,0,2,1.64384,1.63442
instancia-20-75-10.5.1.0.3.col.solved,20,75,10,5,1,0,3,1.53617,1.52716
instancia-20-75-10.5.1.1.0.col.solved,20,75,10,5,1,1,0,21.7879,21.784
instancia-20-75-10.5.1.2.0.col.solved,20,75,10,5,1,2,0,1.58514,1.57492
instancia-20-75-10.5.1.3.0.col.solved,20,75,10,5,1,3,0,6.06129,6.0517
instancia-20-75-10.5.1.4.0.col.solved,20,75,10,5,1,4,0,1.20019,1.19071
instancia-20-75-10.5.2.-1.0.col.solved,20,75,10,5,2,-1,0,29.4678,29.4578
instancia-20-75-10.5.2.0.0.col.solved,20,75,10,5,2,0,0,4.65553,4.64785
instancia-20-75-10.5.2.0.1.col.solved,20,75,10,5,2,0,1,4.19641,4.19031
instancia-20-75-10.5.2.0.2.col.solved,20,75,10,5,2,0,2,4.64885,4.6411
instancia-20-75-10.5.2.0.3.col.solved,20,75,10,5,2,0,3,4.58256,4.57314
instancia-20-75-10.5.2.1.0.col.solved,20,75,10,5,2,1,0,25.1379,25.1321
instancia-20-75-10.5.2.2.0.col.solved,20,75,10,5,2,2,0,4.63747,4.62929
instancia-20-75-10.5.2.3.0.col.solved,20,75,10,5,2,3,0,11.017,11.0149
instancia-20-75-10.5.2.4.0.col.solved,20,75,10,5,2,4,0,1.76576,1.76178
instancia-20-75-10.5.3.-1.0.col.solved,20,75,10,5,3,-1,0,43.7207,43.7157
instancia-20-75-10.5.3.0.0.col.solved,20,75,10,5,3,0,0,2.32511,2.31752
instancia-20-75-10.5.3.0.1.col.solved,20,75,10,5,3,0,1,4.18283,4.1779
instancia-20-75-10.5.3.0.2.col.solved,20,75,10,5,3,0,2,4.18246,4.17628
instancia-20-75-10.5.3.0.3.col.solved,20,75,10,5,3,0,3,4.10318,4.09468
instancia-20-75-10.5.3.1.0.col.solved,20,75,10,5,3,1,0,50.4193,50.413
instancia-20-75-10.5.3.2.0.col.solved,20,75,10,5,3,2,0,2.33224,2.32217
instancia-20-75-10.5.3.3.0.col.solved,20,75,10,5,3,3,0,7.85654,7.8498
instancia-20-75-10.5.3.4.0.col.solved,20,75,10,5,3,4,0,1.2604,1.25151
instancia-20-75-10.5.4.-1.0.col.solved,20,75,10,5,4,-1,0,61.3501,61.3439
instancia-20-75-10.5.4.0.0.col.solved,20,75,10,5,4,0,0,6.49593,6.48941
instancia-20-75-10.5.4.0.1.col.solved,20,75,10,5,4,0,1,4.75222,4.74175
instancia-20-75-10.5.4.0.2.col.solved,20,75,10,5,4,0,2,4.6746,4.6647
instancia-20-75-10.5.4.0.3.col.solved,20,75,10,5,4,0,3,4.79136,4.78182
instancia-20-75-10.5.4.1.0.col.solved,20,75,10,5,4,1,0,41.962,41.96
instancia-20-75-10.5.4.2.0.col.solved,20,75,10,5,4,2,0,6.51081,6.504
instancia-20-75-10.5.4.3.0.col.solved,20,75,10,5,4,3,0,57.9854,57.9753
instancia-20-75-10.5.4.4.0.col.solved,20,75,10,5,4,4,0,2.55251,2.54212
instancia-20-75-10.5.5.-1.0.col.solved,20,75,10,5,5,-1,0,76.4613,76.4516
instancia-20-75-10.5.5.0.0.col.solved,20,75,10,5,5,0,0,6.24204,6.23625
instancia-20-75-10.5.5.0.1.col.solved,20,75,10,5,5,0,1,8.34894,8.34205
instancia-20-75-10.5.5.0.2.col.solved,20,75,10,5,5,0,2,8.64996,8.64204
instancia-20-75-10.5.5.0.3.col.solved,20,75,10,5,5,0,3,9.20867,9.19882
instancia-20-75-10.5.5.1.0.col.solved,20,75,10,5,5,1,0,66.2611,66.255
instancia-20-75-10.5.5.2.0.col.solved,20,75,10,5,5,2,0,6.19079,6.18509
instancia-20-75-10.5.5.3.0.col.solved,20,75,10,5,5,3,0,54.3112,54.3033
instancia-20-75-10.5.5.4.0.col.solved,20,75,10,5,5,4,0,3.60051,3.59561
instancia-20-75-5.1.1.-1.0.col.solved,20,75,5,1,1,-1,0,0.0542581,0.049674
instancia-20-75-5.1.1.0.0.col.solved,20,75,5,1,1,0,0,0.081634,0.078526
instancia-20-75-5.1.1.0.1.col.solved,20,75,5,1,1,0,1,0.0785451,0.0743721
instancia-20-75-5.1.1.0.2.col.solved,20,75,5,1,1,0,2,0.0822282,0.0786681
instancia-20-75-5.1.1.0.3.col.solved,20,75,5,1,1,0,3,0.0841451,0.079885
instancia-20-75-5.1.1.1.0.col.solved,20,75,5,1,1,1,0,0.0559361,0.0534542
instancia-20-75-5.1.1.2.0.col.solved,20,75,5,1,1,2,0,0.072515,0.069849
instancia-20-75-5.1.1.3.0.col.solved,20,75,5,1,1,3,0,0.0523529,0.0498879
instancia-20-75-5.1.1.4.0.col.solved,20,75,5,1,1,4,0,0.042145,0.040731
instancia-20-75-5.1.2.-1.0.col.solved,20,75,5,1,2,-1,0,0.046247,0.0453119
instancia-20-75-5.1.2.0.0.col.solved,20,75,5,1,2,0,0,0.0453639,0.0444832
instancia-20-75-5.1.2.0.1.col.solved,20,75,5,1,2,0,1,0.0533941,0.051127
instancia-20-75-5.1.2.0.2.col.solved,20,75,5,1,2,0,2,0.048985,0.048079
instancia-20-75-5.1.2.0.3.col.solved,20,75,5,1,2,0,3,0.0469139,0.0439751
instancia-20-75-5.1.2.1.0.col.solved,20,75,5,1,2,1,0,0.045418,0.04457
instancia-20-75-5.1.2.2.0.col.solved,20,75,5,1,2,2,0,0.0445082,0.0436308
instancia-20-75-5.1.2.3.0.col.solved,20,75,5,1,2,3,0,0.029918,0.0290329
instancia-20-75-5.1.2.4.0.col.solved,20,75,5,1,2,4,0,0.0212941,0.020385
instancia-20-75-5.1.3.-1.0.col.solved,20,75,5,1,3,-1,0,0.0651419,0.0625849
instancia-20-75-5.1.3.0.0.col.solved,20,75,5,1,3,0,0,0.077981,0.0750301
instancia-20-75-5.1.3.0.1.col.solved,20,75,5,1,3,0,1,0.0851631,0.0827391
instancia-20-75-5.1.3.0.2.col.solved,20,75,5,1,3,0,2,0.0869479,0.0829442
instancia-20-75-5.1.3.0.3.col.solved,20,75,5,1,3,0,3,0.0858259,0.081702
instancia-20-75-5.1.3.1.0.col.solved,20,75,5,1,3,1,0,0.0593529,0.056318
instancia-20-75-5.1.3.2.0.col.solved,20,75,5,1,3,2,0,0.0801001,0.076189
instancia-20-75-5.1.3.3.0.col.solved,20,75,5,1,3,3,0,0.0480652,0.0456159
instancia-20-75-5.1.3.4.0.col.solved,20,75,5,1,3,4,0,0.039458,0.038579
instancia-20-75-5.1.4.-1.0.col.solved,20,75,5,1,4,-1,0,0.0346,0.0337119
instancia-20-75-5.1.4.0.0.col.solved,20,75,5,1,4,0,0,0.0442441,0.0433769
instancia-20-75-5.1.4.0.1.col.solved,20,75,5,1,4,0,1,0.043653,0.0427999
instancia-20-75-5.1.4.0.2.col.solved,20,75,5,1,4,0,2,0.0436192,0.042763
instancia-20-75-5.1.4.0.3.col.solved,20,75,5,1,4,0,3,0.0435669,0.0426991
instancia-20-75-5.1.4.1.0.col.solved,20,75,5,1,4,1,0,0.0349541,0.0340049
instancia-20-75-5.1.4.2.0.col.solved,20,75,5,1,4,2,0,0.0427721,0.041944
instancia-20-75-5.1.4.3.0.col.solved,20,75,5,1,4,3,0,0.032691,0.031878
instancia-20-75-5.1.4.4.0.col.solved,20,75,5,1,4,4,0,0.0289898,0.0281498
instancia-20-75-5.1.5.-1.0.col.solved,20,75,5,1,5,-1,0,0.0517211,0.0472119
instancia-20-75-5.1.5.0.0.col.solved,20,75,5,1,5,0,0,0.0485392,0.0433941
instancia-20-75-5.1.5.0.1.col.solved,20,75,5,1,5,0,1,0.0436969,0.041333
instancia-20-75-5.1.5.0.2.col.solved,20,75,5,1,5,0,2,0.0426381,0.0403309
instancia-20-75-5.1.5.0.3.col.solved,20,75,5,1,5,0,3,0.0491781,0.0468149
instancia-20-75-5.1.5.1.0.col.solved,20,75,5,1,5,1,0,0.033783,0.0328948
instancia-20-75-5.1.5.2.0.col.solved,20,75,5,1,5,2,0,0.044111,0.041703
instancia-20-75-5.1.5.3.0.col.solved,20,75,5,1,5,3,0,0.041765,0.03915
instancia-20-75-5.1.5.4.0.col.solved,20,75,5,1,5,4,0,0.0272789,0.0261571
instancia-20-75-5.2.1.-1.0.col.solved,20,75,5,2,1,-1,0,0.055495,0.052794
instancia-20-75-5.2.1.0.0.col.solved,20,75,5,2,1,0,0,0.051897,0.047756
instancia-20-75-5.2.1.0.1.col.solved,20,75,5,2,1,0,1,0.039259,0.0382791
instancia-20-75-5.2.1.0.2.col.solved,20,75,5,2,1,0,2,0.0431571,0.040663
instancia-20-75-5.2.1.0.3.col.solved,20,75,5,2,1,0,3,0.039813,0.038759
instancia-20-75-5.2.1.1.0.col.solved,20,75,5,2,1,1,0,0.0405672,0.039608
instancia-20-75-5.2.1.2.0.col.solved,20,75,5,2,1,2,0,0.0399041,0.0388651
instancia-20-75-5.2.1.3.0.col.solved,20,75,5,2,1,3,0,0.0453911,0.042731
instancia-20-75-5.2.1.4.0.col.solved,20,75,5,2,1,4,0,0.0375059,0.0352621
instancia-20-75-5.2.2.-1.0.col.solved,20,75,5,2,2,-1,0,0.0448809,0.0419459
instancia-20-75-5.2.2.0.0.col.solved,20,75,5,2,2,0,0,0.093658,0.089432
instancia-20-75-5.2.2.0.1.col.solved,20,75,5,2,2,0,1,0.0962341,0.0937951
instancia-20-75-5.2.2.0.2.col.solved,20,75,5,2,2,0,2,0.102484,0.0982208
instancia-20-75-5.2.2.0.3.col.solved,20,75,5,2,2,0,3,0.102881,0.100406
instancia-20-75-5.2.2.1.0.col.solved,20,75,5,2,2,1,0,0.032243,0.03127
instancia-20-75-5.2.2.2.0.col.solved,20,75,5,2,2,2,0,0.0870612,0.084501
instancia-20-75-5.2.2.3.0.col.solved,20,75,5,2,2,3,0,0.087466,0.0826991
instancia-20-75-5.2.2.4.0.col.solved,20,75,5,2,2,4,0,0.03843,0.0336518
instancia-20-75-5.2.3.-1.0.col.solved,20,75,5,2,3,-1,0,0.0524821,0.0500562
instancia-20-75-5.2.3.0.0.col.solved,20,75,5,2,3,0,0,0.0578952,0.0544131
instancia-20-75-5.2.3.0.1.col.solved,20,75,5,2,3,0,1,0.048599,0.0460892
instancia-20-75-5.2.3.0.2.col.solved,20,75,5,2,3,0,2,0.048214,0.047163
instancia-20-75-5.2.3.0.3.col.solved,20,75,5,2,3,0,3,0.0515509,0.0506279
instancia-20-75-5.2.3.1.0.col.solved,20,75,5,2,3,1,0,0.0368938,0.0346801
instancia-20-75-5.2.3.2.0.col.solved,20,75,5,2,3,2,0,0.061861,0.059114
instancia-20-75-5.2.3.3.0.col.solved,20,75,5,2,3,3,0,0.0518429,0.045984
instancia-20-75-5.2.3.4.0.col.solved,20,75,5,2,3,4,0,0.027195,0.025825
instancia-20-75-5.2.4.-1.0.col.solved,20,75,5,2,4,-1,0,0.0932519,0.0865219
instancia-20-75-5.2.4.0.0.col.solved,20,75,5,2,4,0,0,0.133343,0.128606
instancia-20-75-5.2.4.0.1.col.solved,20,75,5,2,4,0,1,0.11493,0.108676
instancia-20-75-5.2.4.0.2.col.solved,20,75,5,2,4,0,2,0.112831,0.109241
instancia-20-75-5.2.4.0.3.col.solved,20,75,5,2,4,0,3,0.113282,0.110157
instancia-20-75-5.2.4.1.0.col.solved,20,75,5,2,4,1,0,0.0969231,0.0955191
instancia-20-75-5.2.4.2.0.col.solved,20,75,5,2,4,2,0,0.141044,0.137367
instancia-20-75-5.2.4.3.0.col.solved,20,75,5,2,4,3,0,0.400862,0.396495
instancia-20-75-5.2.4.4.0.col.solved,20,75,5,2,4,4,0,0.0458992,0.0416279
instancia-20-75-5.2.5.-1.0.col.solved,20,75,5,2,5,-1,0,0.0436881,0.0426302
instancia-20-75-5.2.5.0.0.col.solved,20,75,5,2,5,0,0,0.037504,0.0342929
instancia-20-75-5.2.5.0.1.col.solved,20,75,5,2,5,0,1,0.0314009,0.029402
instancia-20-75-5.2.5.0.2.col.solved,20,75,5,2,5,0,2,0.0310149,0.0284889
instancia-20-75-5.2.5.0.3.col.solved,20,75,5,2,5,0,3,0.0357978,0.033051
instancia-20-75-5.2.5.1.0.col.solved,20,75,5,2,5,1,0,0.032712,0.030139
instancia-20-75-5.2.5.2.0.col.solved,20,75,5,2,5,2,0,0.0256419,0.024508
instancia-20-75-5.2.5.3.0.col.solved,20,75,5,2,5,3,0,0.0249181,0.0238609
instancia-20-75-5.2.5.4.0.col.solved,20,75,5,2,5,4,0,0.025033,0.02214
instancia-20-75-5.3.1.-1.0.col.solved,20,75,5,3,1,-1,0,0.070395,0.0679522
instancia-20-75-5.3.1.0.0.col.solved,20,75,5,3,1,0,0,0.0905509,0.08813
instancia-20-75-5.3.1.0.1.col.solved,20,75,5,3,1,0,1,0.117296,0.11324
instancia-20-75-5.3.1.0.2.col.solved,20,75,5,3,1,0,2,0.090003,0.0878448
instancia-20-75-5.3.1.0.3.col.solved,20,75,5,3,1,0,3,0.0889959,0.0864639
instancia-20-75-5.3.1.1.0.col.solved,20,75,5,3,1,1,0,0.0609679,0.060133
instancia-20-75-5.3.1.2.0.col.solved,20,75,5,3,1,2,0,0.089179,0.0869129
instancia-20-75-5.3.1.3.0.col.solved,20,75,5,3,1,3,0,0.044946,0.0424061
instancia-20-75-5.3.1.4.0.col.solved,20,75,5,3,1,4,0,0.0404921,0.0396171
instancia-20-75-5.3.2.-1.0.col.solved,20,75,5,3,2,-1,0,0.0358682,0.034935
instancia-20-75-5.3.2.0.0.col.solved,20,75,5,3,2,0,0,0.0329521,0.0320301
instancia-20-75-5.3.2.0.1.col.solved,20,75,5,3,2,0,1,0.031199,0.0302901
instancia-20-75-5.3.2.0.2.col.solved,20,75,5,3,2,0,2,0.0314081,0.030477
instancia-20-75-5.3.2.0.3.col.solved,20,75,5,3,2,0,3,0.0314689,0.030535
instancia-20-75-5.3.2.1.0.col.solved,20,75,5,3,2,1,0,0.0262351,0.025383
instancia-20-75-5.3.2.2.0.col.solved,20,75,5,3,2,2,0,0.0310328,0.030118
instancia-20-75-5.3.2.3.0.col.solved,20,75,5,3,2,3,0,0.0256112,0.0247211
instancia-20-75-5.3.2.4.0.col.solved,20,75,5,3,2,4,0,0.0200691,0.019217
instancia-20-75-5.3.3.-1.0.col.solved,20,75,5,3,3,-1,0,0.0363491,0.033792
instancia-20-75-5.3.3.0.0.col.solved,20,75,5,3,3,0,0,0.0547268,0.0520031
instancia-20-75-5.3.3.0.1.col.solved,20,75,5,3,3,0,1,0.046277,0.045325
instancia-20-75-5.3.3.0.2.col.solved,20,75,5,3,3,0,2,0.051465,0.0472441
instancia-20-75-5.3.3.0.3.col.solved,20,75,5,3,3,0,3,0.0545769,0.052459
instancia-20-75-5.3.3.1.0.col.solved,20,75,5,3,3,1,0,0.0383298,0.0357628
instancia-20-75-5.3.3.2.0.col.solved,20,75,5,3,3,2,0,0.0550199,0.0523288
instancia-20-75-5.3.3.3.0.col.solved,20,75,5,3,3,3,0,0.032546,0.028656
instancia-20-75-5.3.3.4.0.col.solved,20,75,5,3,3,4,0,0.021153,0.0201249
instancia-20-75-5.3.4.-1.0.col.solved,20,75,5,3,4,-1,0,0.0423779,0.0413539
instancia-20-75-5.3.4.0.0.col.solved,20,75,5,3,4,0,0,0.0453908,0.0443871
instancia-20-75-5.3.4.0.1.col.solved,20,75,5,3,4,0,1,0.0577819,0.0547991
instancia-20-75-5.3.4.0.2.col.solved,20,75,5,3,4,0,2,0.0518191,0.0491948
instancia-20-75-5.3.4.0.3.col.solved,20,75,5,3,4,0,3,0.04598,0.044946
instancia-20-75-5.3.4.1.0.col.solved,20,75,5,3,4,1,0,0.047384,0.044735
instancia-20-75-5.3.4.2.0.col.solved,20,75,5,3,4,2,0,0.0506461,0.0463381
instancia-20-75-5.3.4.3.0.col.solved,20,75,5,3,4,3,0,0.044451,0.0417621
instancia-20-75-5.3.4.4.0.col.solved,20,75,5,3,4,4,0,0.0318301,0.029774
instancia-20-75-5.3.5.-1.0.col.solved,20,75,5,3,5,-1,0,0.042762,0.038785
instancia-20-75-5.3.5.0.0.col.solved,20,75,5,3,5,0,0,0.045738,0.044564
instancia-20-75-5.3.5.0.1.col.solved,20,75,5,3,5,0,1,0.0573099,0.0541232
instancia-20-75-5.3.5.0.2.col.solved,20,75,5,3,5,0,2,0.0541151,0.0519671
instancia-20-75-5.3.5.0.3.col.solved,20,75,5,3,5,0,3,0.0555842,0.0524609
instancia-20-75-5.3.5.1.0.col.solved,20,75,5,3,5,1,0,0.0428591,0.040024
instancia-20-75-5.3.5.2.0.col.solved,20,75,5,3,5,2,0,0.044575,0.0435638
instancia-20-75-5.3.5.3.0.col.solved,20,75,5,3,5,3,0,0.0457408,0.042937
instancia-20-75-5.3.5.4.0.col.solved,20,75,5,3,5,4,0,0.0297561,0.0275919
instancia-20-75-5.4.1.-1.0.col.solved,20,75,5,4,1,-1,0,0.073508,0.0697148
instancia-20-75-5.4.1.0.0.col.solved,20,75,5,4,1,0,0,0.098552,0.094398
instancia-20-75-5.4.1.0.1.col.solved,20,75,5,4,1,0,1,0.075932,0.0734959
instancia-20-75-5.4.1.0.2.col.solved,20,75,5,4,1,0,2,0.0768359,0.0727701
instancia-20-75-5.4.1.0.3.col.solved,20,75,5,4,1,0,3,0.0890789,0.085278
instancia-20-75-5.4.1.1.0.col.solved,20,75,5,4,1,1,0,0.0751381,0.0741069
instancia-20-75-5.4.1.2.0.col.solved,20,75,5,4,1,2,0,0.086134,0.0837889
instancia-20-75-5.4.1.3.0.col.solved,20,75,5,4,1,3,0,0.353214,0.350636
instancia-20-75-5.4.1.4.0.col.solved,20,75,5,4,1,4,0,0.0403328,0.0342178
instancia-20-75-5.4.2.-1.0.col.solved,20,75,5,4,2,-1,0,0.0973911,0.0948961
instancia-20-75-5.4.2.0.0.col.solved,20,75,5,4,2,0,0,0.0767891,0.0743651
instancia-20-75-5.4.2.0.1.col.solved,20,75,5,4,2,0,1,0.073694,0.070744
instancia-20-75-5.4.2.0.2.col.solved,20,75,5,4,2,0,2,0.0737829,0.069859
instancia-20-75-5.4.2.0.3.col.solved,20,75,5,4,2,0,3,0.0819039,0.0760531
instancia-20-75-5.4.2.1.0.col.solved,20,75,5,4,2,1,0,0.0655639,0.0646391
instancia-20-75-5.4.2.2.0.col.solved,20,75,5,4,2,2,0,0.0769081,0.074718
instancia-20-75-5.4.2.3.0.col.solved,20,75,5,4,2,3,0,0.173239,0.171076
instancia-20-75-5.4.2.4.0.col.solved,20,75,5,4,2,4,0,0.027962,0.0246491
instancia-20-75-5.4.3.-1.0.col.solved,20,75,5,4,3,-1,0,0.056381,0.05546
instancia-20-75-5.4.3.0.0.col.solved,20,75,5,4,3,0,0,0.045748,0.043607
instancia-20-75-5.4.3.0.1.col.solved,20,75,5,4,3,0,1,0.047828,0.0462852
instancia-20-75-5.4.3.0.2.col.solved,20,75,5,4,3,0,2,0.0447221,0.0438311
instancia-20-75-5.4.3.0.3.col.solved,20,75,5,4,3,0,3,0.044518,0.0435219
instancia-20-75-5.4.3.1.0.col.solved,20,75,5,4,3,1,0,0.0531631,0.0522141
instancia-20-75-5.4.3.2.0.col.solved,20,75,5,4,3,2,0,0.0451899,0.0442932
instancia-20-75-5.4.3.3.0.col.solved,20,75,5,4,3,3,0,0.0283871,0.0274401
instancia-20-75-5.4.3.4.0.col.solved,20,75,5,4,3,4,0,0.0217268,0.0208309
instancia-20-75-5.4.4.-1.0.col.solved,20,75,5,4,4,-1,0,0.0459168,0.0436871
