archivo,nodos,densidad,particiones,i,j,varsel,nodesel,tt,ta
instancia-20-25-8.3.4.0.3.col.solved,20,25,8,3,4,0,3,0.0925958,0.088762
instancia-20-25-8.3.4.1.0.col.solved,20,25,8,3,4,1,0,0.0429549,0.0409071
instancia-20-25-8.3.4.2.0.col.solved,20,25,8,3,4,2,0,0.084511,0.082593
instancia-20-25-8.3.4.3.0.col.solved,20,25,8,3,4,3,0,0.101038,0.097641
instancia-20-25-8.3.4.4.0.col.solved,20,25,8,3,4,4,0,0.0473192,0.043087
instancia-20-25-8.3.5.-1.0.col.solved,20,25,8,3,5,-1,0,0.0571129,0.0549591
instancia-20-25-8.3.5.0.0.col.solved,20,25,8,3,5,0,0,0.075624,0.07216
instancia-20-25-8.3.5.0.1.col.solved,20,25,8,3,5,0,1,0.078398,0.074904
instancia-20-25-8.3.5.0.2.col.solved,20,25,8,3,5,0,2,0.079885,0.0755908
instancia-20-25-8.3.5.0.3.col.solved,20,25,8,3,5,0,3,0.0736871,0.0698652
instancia-20-25-8.3.5.1.0.col.solved,20,25,8,3,5,1,0,0.0490408,0.0481799
instancia-20-25-8.3.5.2.0.col.solved,20,25,8,3,5,2,0,0.070864,0.067029
instancia-20-25-8.3.5.3.0.col.solved,20,25,8,3,5,3,0,0.114635,0.111646
instancia-20-25-8.3.5.4.0.col.solved,20,25,8,3,5,4,0,0.038579,0.034101
instancia-20-25-8.4.1.-1.0.col.solved,20,25,8,4,1,-1,0,0.0249119,0.024066
instancia-20-25-8.4.1.0.0.col.solved,20,25,8,4,1,0,0,0.020777,0.0199039
instancia-20-25-8.4.1.0.1.col.solved,20,25,8,4,1,0,1,0.0212371,0.0197191
instancia-20-25-8.4.1.0.2.col.solved,20,25,8,4,1,0,2,0.0283911,0.0262671
instancia-20-25-8.4.1.0.3.col.solved,20,25,8,4,1,0,3,0.0223961,0.0200479
instancia-20-25-8.4.1.1.0.col.solved,20,25,8,4,1,1,0,0.0267179,0.0258899
instancia-20-25-8.4.1.2.0.col.solved,20,25,8,4,1,2,0,0.021076,0.020174
instancia-20-25-8.4.1.3.0.col.solved,20,25,8,4,1,3,0,0.0234241,0.0225701
instancia-20-25-8.4.1.4.0.col.solved,20,25,8,4,1,4,0,0.0162561,0.0153871
instancia-20-25-8.4.2.-1.0.col.solved,20,25,8,4,2,-1,0,0.0383241,0.0362308
instancia-20-25-8.4.2.0.0.col.solved,20,25,8,4,2,0,0,0.04281,0.0408161
instancia-20-25-8.4.2.0.1.col.solved,20,25,8,4,2,0,1,0.0407259,0.0398598
instancia-20-25-8.4.2.0.2.col.solved,20,25,8,4,2,0,2,0.0422661,0.0411429
instancia-20-25-8.4.2.0.3.col.solved,20,25,8,4,2,0,3,0.0414121,0.040586
instancia-20-25-8.4.2.1.0.col.solved,20,25,8,4,2,1,0,0.046917,0.0446091
instancia-20-25-8.4.2.2.0.col.solved,20,25,8,4,2,2,0,0.0469351,0.0444541
instancia-20-25-8.4.2.3.0.col.solved,20,25,8,4,2,3,0,0.043571,0.0420799
instancia-20-25-8.4.2.4.0.col.solved,20,25,8,4,2,4,0,0.0305371,0.0292959
instancia-20-25-8.4.3.-1.0.col.solved,20,25,8,4,3,-1,0,0.0672731,0.0635269
instancia-20-25-8.4.3.0.0.col.solved,20,25,8,4,3,0,0,0.0636461,0.059664
instancia-20-25-8.4.3.0.1.col.solved,20,25,8,4,3,0,1,0.055356,0.054534
instancia-20-25-8.4.3.0.2.col.solved,20,25,8,4,3,0,2,0.056139,0.0526249
instancia-20-25-8.4.3.0.3.col.solved,20,25,8,4,3,0,3,0.0640841,0.059943
instancia-20-25-8.4.3.1.0.col.solved,20,25,8,4,3,1,0,0.0423901,0.0403872
instancia-20-25-8.4.3.2.0.col.solved,20,25,8,4,3,2,0,0.0505209,0.0496199
instancia-20-25-8.4.3.3.0.col.solved,20,25,8,4,3,3,0,0.0484121,0.0475841
instancia-20-25-8.4.3.4.0.col.solved,20,25,8,4,3,4,0,0.0261521,0.023524
instancia-20-25-8.4.4.-1.0.col.solved,20,25,8,4,4,-1,0,0.041573,0.0390921
instancia-20-25-8.4.4.0.0.col.solved,20,25,8,4,4,0,0,0.0670559,0.0653992
instancia-20-25-8.4.4.0.1.col.solved,20,25,8,4,4,0,1,0.0622251,0.0601411
instancia-20-25-8.4.4.0.2.col.solved,20,25,8,4,4,0,2,0.062396,0.060292
instancia-20-25-8.4.4.0.3.col.solved,20,25,8,4,4,0,3,0.0628378,0.0608251
instancia-20-25-8.4.4.1.0.col.solved,20,25,8,4,4,1,0,0.0592539,0.057276
instancia-20-25-8.4.4.2.0.col.solved,20,25,8,4,4,2,0,0.0637999,0.0608809
instancia-20-25-8.4.4.3.0.col.solved,20,25,8,4,4,3,0,0.0696619,0.0662301
instancia-20-25-8.4.4.4.0.col.solved,20,25,8,4,4,4,0,0.0400119,0.0367708
instancia-20-25-8.4.5.-1.0.col.solved,20,25,8,4,5,-1,0,0.0300519,0.0293691
instancia-20-25-8.4.5.0.0.col.solved,20,25,8,4,5,0,0,0.0527921,0.052115
instancia-20-25-8.4.5.0.1.col.solved,20,25,8,4,5,0,1,0.0549021,0.0520852
instancia-20-25-8.4.5.0.2.col.solved,20,25,8,4,5,0,2,0.061136,0.0594239
instancia-20-25-8.4.5.0.3.col.solved,20,25,8,4,5,0,3,0.054177,0.0522051
instancia-20-25-8.4.5.1.0.col.solved,20,25,8,4,5,1,0,0.0338061,0.033124
instancia-20-25-8.4.5.2.0.col.solved,20,25,8,4,5,2,0,0.0519969,0.051296
instancia-20-25-8.4.5.3.0.col.solved,20,25,8,4,5,3,0,0.042515,0.040293
instancia-20-25-8.4.5.4.0.col.solved,20,25,8,4,5,4,0,0.0246949,0.0239689
instancia-20-25-8.5.1.-1.0.col.solved,20,25,8,5,1,-1,0,0.051929,0.0512681
instancia-20-25-8.5.1.0.0.col.solved,20,25,8,5,1,0,0,0.0385332,0.0378399
instancia-20-25-8.5.1.0.1.col.solved,20,25,8,5,1,0,1,0.0352159,0.034344
instancia-20-25-8.5.1.0.2.col.solved,20,25,8,5,1,0,2,0.0354862,0.034775
instancia-20-25-8.5.1.0.3.col.solved,20,25,8,5,1,0,3,0.036721,0.0360248
instancia-20-25-8.5.1.1.0.col.solved,20,25,8,5,1,1,0,0.0672932,0.0665569
instancia-20-25-8.5.1.2.0.col.solved,20,25,8,5,1,2,0,0.037802,0.0355949
instancia-20-25-8.5.1.3.0.col.solved,20,25,8,5,1,3,0,0.0355182,0.034867
instancia-20-25-8.5.1.4.0.col.solved,20,25,8,5,1,4,0,0.0250611,0.0244031
instancia-20-25-8.5.2.-1.0.col.solved,20,25,8,5,2,-1,0,0.073822,0.073123
instancia-20-25-8.5.2.0.0.col.solved,20,25,8,5,2,0,0,0.04106,0.0383599
instancia-20-25-8.5.2.0.1.col.solved,20,25,8,5,2,0,1,0.0393651,0.0386388
instancia-20-25-8.5.2.0.2.col.solved,20,25,8,5,2,0,2,0.039113,0.0383749
instancia-20-25-8.5.2.0.3.col.solved,20,25,8,5,2,0,3,0.0403461,0.0396841
instancia-20-25-8.5.2.1.0.col.solved,20,25,8,5,2,1,0,0.0385022,0.0377789
instancia-20-25-8.5.2.2.0.col.solved,20,25,8,5,2,2,0,0.050456,0.0481169
instancia-20-25-8.5.2.3.0.col.solved,20,25,8,5,2,3,0,0.0406151,0.0371521
instancia-20-25-8.5.2.4.0.col.solved,20,25,8,5,2,4,0,0.0260031,0.025347
instancia-20-25-8.5.3.-1.0.col.solved,20,25,8,5,3,-1,0,0.0503891,0.0496769
instancia-20-25-8.5.3.0.0.col.solved,20,25,8,5,3,0,0,0.0330651,0.032335
instancia-20-25-8.5.3.0.1.col.solved,20,25,8,5,3,0,1,0.0416551,0.039603
instancia-20-25-8.5.3.0.2.col.solved,20,25,8,5,3,0,2,0.032222,0.030622
instancia-20-25-8.5.3.0.3.col.solved,20,25,8,5,3,0,3,0.030586,0.0298948
instancia-20-25-8.5.3.1.0.col.solved,20,25,8,5,3,1,0,0.0535431,0.051558
instancia-20-25-8.5.3.2.0.col.solved,20,25,8,5,3,2,0,0.039777,0.036104
instancia-20-25-8.5.3.3.0.col.solved,20,25,8,5,3,3,0,0.0380299,0.0359321
instancia-20-25-8.5.3.4.0.col.solved,20,25,8,5,3,4,0,0.0224252,0.0216579
instancia-20-25-8.5.4.-1.0.col.solved,20,25,8,5,4,-1,0,0.0343809,0.0324519
instancia-20-25-8.5.4.0.0.col.solved,20,25,8,5,4,0,0,0.044837,0.0426099
instancia-20-25-8.5.4.0.1.col.solved,20,25,8,5,4,0,1,0.046767,0.044616
instancia-20-25-8.5.4.0.2.col.solved,20,25,8,5,4,0,2,0.0353839,0.034035
instancia-20-25-8.5.4.0.3.col.solved,20,25,8,5,4,0,3,0.0416012,0.039433
instancia-20-25-8.5.4.1.0.col.solved,20,25,8,5,4,1,0,0.0310671,0.0290689
instancia-20-25-8.5.4.2.0.col.solved,20,25,8,5,4,2,0,0.035708,0.0348451
instancia-20-25-8.5.4.3.0.col.solved,20,25,8,5,4,3,0,0.0365059,0.0356388
instancia-20-25-8.5.4.4.0.col.solved,20,25,8,5,4,4,0,0.0223999,0.0215681
instancia-20-25-8.5.5.-1.0.col.solved,20,25,8,5,5,-1,0,0.032146,0.031312
instancia-20-25-8.5.5.0.0.col.solved,20,25,8,5,5,0,0,0.0349531,0.0341141
instancia-20-25-8.5.5.0.1.col.solved,20,25,8,5,5,0,1,0.0356591,0.0348849
instancia-20-25-8.5.5.0.2.col.solved,20,25,8,5,5,0,2,0.0347569,0.0339191
instancia-20-25-8.5.5.0.3.col.solved,20,25,8,5,5,0,3,0.0344231,0.0336192
instancia-20-25-8.5.5.1.0.col.solved,20,25,8,5,5,1,0,0.0344729,0.0336812
instancia-20-25-8.5.5.2.0.col.solved,20,25,8,5,5,2,0,0.0344741,0.0337172
instancia-20-25-8.5.5.3.0.col.solved,20,25,8,5,5,3,0,0.031193,0.0303788
instancia-20-25-8.5.5.4.0.col.solved,20,25,8,5,5,4,0,0.0259681,0.0246871
instancia-20-50-10.1.1.-1.0.col.solved,20,50,10,1,1,-1,0,6.48374,6.47946
instancia-20-50-10.1.1.0.0.col.solved,20,50,10,1,1,0,0,1.60821,1.60309
instancia-20-50-10.1.1.0.1.col.solved,20,50,10,1,1,0,1,0.687568,0.682198
instancia-20-50-10.1.1.0.2.col.solved,20,50,10,1,1,0,2,0.714004,0.712617
instancia-20-50-10.1.1.0.3.col.solved,20,50,10,1,1,0,3,0.740764,0.736289
instancia-20-50-10.1.1.1.0.col.solved,20,50,10,1,1,1,0,11.0719,11.0702
instancia-20-50-10.1.1.2.0.col.solved,20,50,10,1,1,2,0,1.60815,1.6003
instancia-20-50-10.1.1.3.0.col.solved,20,50,10,1,1,3,0,2.52745,2.52192
instancia-20-50-10.1.1.4.0.col.solved,20,50,10,1,1,4,0,0.368571,0.364219
instancia-20-50-10.1.2.-1.0.col.solved,20,50,10,1,2,-1,0,4.34669,4.34261
instancia-20-50-10.1.2.0.0.col.solved,20,50,10,1,2,0,0,0.231469,0.225745
instancia-20-50-10.1.2.0.1.col.solved,20,50,10,1,2,0,1,0.217062,0.212418
instancia-20-50-10.1.2.0.2.col.solved,20,50,10,1,2,0,2,0.230269,0.225916
instancia-20-50-10.1.2.0.3.col.solved,20,50,10,1,2,0,3,0.220949,0.21668
instancia-20-50-10.1.2.1.0.col.solved,20,50,10,1,2,1,0,2.62181,2.62048
instancia-20-50-10.1.2.2.0.col.solved,20,50,10,1,2,2,0,0.23044,0.224884
instancia-20-50-10.1.2.3.0.col.solved,20,50,10,1,2,3,0,0.864841,0.860693
instancia-20-50-10.1.2.4.0.col.solved,20,50,10,1,2,4,0,0.122163,0.116767
instancia-20-50-10.1.3.-1.0.col.solved,20,50,10,1,3,-1,0,11.424,11.4196
instancia-20-50-10.1.3.0.0.col.solved,20,50,10,1,3,0,0,0.504407,0.496557
instancia-20-50-10.1.3.0.1.col.solved,20,50,10,1,3,0,1,0.474525,0.469769
instancia-20-50-10.1.3.0.2.col.solved,20,50,10,1,3,0,2,0.489681,0.488377
instancia-20-50-10.1.3.0.3.col.solved,20,50,10,1,3,0,3,0.607021,0.602674
instancia-20-50-10.1.3.1.0.col.solved,20,50,10,1,3,1,0,12.4903,12.4864
instancia-20-50-10.1.3.2.0.col.solved,20,50,10,1,3,2,0,0.503026,0.494763
instancia-20-50-10.1.3.3.0.col.solved,20,50,10,1,3,3,0,1.59074,1.58483
instancia-20-50-10.1.3.4.0.col.solved,20,50,10,1,3,4,0,0.287604,0.281157
instancia-20-50-10.1.4.-1.0.col.solved,20,50,10,1,4,-1,0,2.27903,2.27184
instancia-20-50-10.1.4.0.0.col.solved,20,50,10,1,4,0,0,0.401398,0.393646
instancia-20-50-10.1.4.0.1.col.solved,20,50,10,1,4,0,1,0.582655,0.576566
instancia-20-50-10.1.4.0.2.col.solved,20,50,10,1,4,0,2,0.38501,0.37795
instancia-20-50-10.1.4.0.3.col.solved,20,50,10,1,4,0,3,0.458117,0.450837
instancia-20-50-10.1.4.1.0.col.solved,20,50,10,1,4,1,0,1.6565,1.65346
instancia-20-50-10.1.4.2.0.col.solved,20,50,10,1,4,2,0,0.400322,0.392861
instancia-20-50-10.1.4.3.0.col.solved,20,50,10,1,4,3,0,1.7284,1.72203
instancia-20-50-10.1.4.4.0.col.solved,20,50,10,1,4,4,0,0.579546,0.57131
instancia-20-50-10.1.5.-1.0.col.solved,20,50,10,1,5,-1,0,5.1966,5.19244
instancia-20-50-10.1.5.0.0.col.solved,20,50,10,1,5,0,0,0.464367,0.453723
instancia-20-50-10.1.5.0.1.col.solved,20,50,10,1,5,0,1,0.55918,0.555931
instancia-20-50-10.1.5.0.2.col.solved,20,50,10,1,5,0,2,0.60406,0.596399
instancia-20-50-10.1.5.0.3.col.solved,20,50,10,1,5,0,3,0.544667,0.540153
instancia-20-50-10.1.5.1.0.col.solved,20,50,10,1,5,1,0,5.837,5.83224
instancia-20-50-10.1.5.2.0.col.solved,20,50,10,1,5,2,0,0.457468,0.451017
instancia-20-50-10.1.5.3.0.col.solved,20,50,10,1,5,3,0,3.0231,3.01613
instancia-20-50-10.1.5.4.0.col.solved,20,50,10,1,5,4,0,0.274131,0.266871
instancia-20-50-10.2.1.-1.0.col.solved,20,50,10,2,1,-1,0,3.13866,3.13058
instancia-20-50-10.2.1.0.0.col.solved,20,50,10,2,1,0,0,0.65084,0.645458
instancia-20-50-10.2.1.0.1.col.solved,20,50,10,2,1,0,1,0.821957,0.815622
instancia-20-50-10.2.1.0.2.col.solved,20,50,10,2,1,0,2,0.91497,0.912513
instancia-20-50-10.2.1.0.3.col.solved,20,50,10,2,1,0,3,1.13768,1.12901
instancia-20-50-10.2.1.1.0.col.solved,20,50,10,2,1,1,0,3.13989,3.1364
instancia-20-50-10.2.1.2.0.col.solved,20,50,10,2,1,2,0,0.647865,0.645108
instancia-20-50-10.2.1.3.0.col.solved,20,50,10,2,1,3,0,3.20578,3.19914
instancia-20-50-10.2.1.4.0.col.solved,20,50,10,2,1,4,0,0.418903,0.411298
instancia-20-50-10.2.2.-1.0.col.solved,20,50,10,2,2,-1,0,0.981011,0.973833
instancia-20-50-10.2.2.0.0.col.solved,20,50,10,2,2,0,0,0.69749,0.691188
instancia-20-50-10.2.2.0.1.col.solved,20,50,10,2,2,0,1,0.859372,0.857289
instancia-20-50-10.2.2.0.2.col.solved,20,50,10,2,2,0,2,0.883142,0.873953
instancia-20-50-10.2.2.0.3.col.solved,20,50,10,2,2,0,3,0.891943,0.885755
instancia-20-50-10.2.2.1.0.col.solved,20,50,10,2,2,1,0,1.1215,1.11796
instancia-20-50-10.2.2.2.0.col.solved,20,50,10,2,2,2,0,0.708063,0.701427
instancia-20-50-10.2.2.3.0.col.solved,20,50,10,2,2,3,0,2.53967,2.53311
instancia-20-50-10.2.2.4.0.col.solved,20,50,10,2,2,4,0,0.461199,0.454018
instancia-20-50-10.2.3.-1.0.col.solved,20,50,10,2,3,-1,0,1.11354,1.10658
instancia-20-50-10.2.3.0.0.col.solved,20,50,10,2,3,0,0,0.289479,0.282163
instancia-20-50-10.2.3.0.1.col.solved,20,50,10,2,3,0,1,0.315922,0.309158
instancia-20-50-10.2.3.0.2.col.solved,20,50,10,2,3,0,2,0.284906,0.278129
instancia-20-50-10.2.3.0.3.col.solved,20,50,10,2,3,0,3,0.32287,0.319946
instancia-20-50-10.2.3.1.0.col.solved,20,50,10,2,3,1,0,1.59252,1.59129
instancia-20-50-10.2.3.2.0.col.solved,20,50,10,2,3,2,0,0.281042,0.273318
instancia-20-50-10.2.3.3.0.col.solved,20,50,10,2,3,3,0,0.77487,0.767756
instancia-20-50-10.2.3.4.0.col.solved,20,50,10,2,3,4,0,0.25429,0.250889
instancia-20-50-10.2.4.-1.0.col.solved,20,50,10,2,4,-1,0,0.914391,0.909824
instancia-20-50-10.2.4.0.0.col.solved,20,50,10,2,4,0,0,0.190531,0.185433
instancia-20-50-10.2.4.0.1.col.solved,20,50,10,2,4,0,1,0.530411,0.52632
instancia-20-50-10.2.4.0.2.col.solved,20,50,10,2,4,0,2,0.536048,0.531717
instancia-20-50-10.2.4.0.3.col.solved,20,50,10,2,4,0,3,0.391645,0.387557
instancia-20-50-10.2.4.1.0.col.solved,20,50,10,2,4,1,0,0.574556,0.573271
instancia-20-50-10.2.4.2.0.col.solved,20,50,10,2,4,2,0,0.218106,0.211041
instancia-20-50-10.2.4.3.0.col.solved,20,50,10,2,4,3,0,0.585437,0.581352
instancia-20-50-10.2.4.4.0.col.solved,20,50,10,2,4,4,0,0.113491,0.106481
instancia-20-50-10.2.5.-1.0.col.solved,20,50,10,2,5,-1,0,6.3672,6.36097
instancia-20-50-10.2.5.0.0.col.solved,20,50,10,2,5,0,0,3.07655,3.07006
instancia-20-50-10.2.5.0.1.col.solved,20,50,10,2,5,0,1,4.82725,4.82216
instancia-20-50-10.2.5.0.2.col.solved,20,50,10,2,5,0,2,3.55902,3.55168
instancia-20-50-10.2.5.0.3.col.solved,20,50,10,2,5,0,3,3.82353,3.81603
instancia-20-50-10.2.5.1.0.col.solved,20,50,10,2,5,1,0,7.23835,7.23506
instancia-20-50-10.2.5.2.0.col.solved,20,50,10,2,5,2,0,3.07029,3.06252
instancia-20-50-10.2.5.3.0.col.solved,20,50,10,2,5,3,0,9.90274,9.89546
instancia-20-50-10.2.5.4.0.col.solved,20,50,10,2,5,4,0,1.32979,1.32182
instancia-20-50-10.3.1.-1.0.col.solved,20,50,10,3,1,-1,0,1.35302,1.35026
instancia-20-50-10.3.1.0.0.col.solved,20,50,10,3,1,0,0,0.287776,0.279977
instancia-20-50-10.3.1.0.1.col.solved,20,50,10,3,1,0,1,0.254817,0.247767
instancia-20-50-10.3.1.0.2.col.solved,20,50,10,3,1,0,2,0.276745,0.270058
instancia-20-50-10.3.1.0.3.col.solved,20,50,10,3,1,0,3,0.271054,0.264869
instancia-20-50-10.3.1.1.0.col.solved,20,50,10,3,1,1,0,1.06419,1.06227
instancia-20-50-10.3.1.2.0.col.solved,20,50,10,3,1,2,0,0.277563,0.271709
instancia-20-50-10.3.1.3.0.col.solved,20,50,10,3,1,3,0,0.467513,0.462948
instancia-20-50-10.3.1.4.0.col.solved,20,50,10,3,1,4,0,0.117563,0.113123
instancia-20-50-10.3.2.-1.0.col.solved,20,50,10,3,2,-1,0,2.44112,2.43272
instancia-20-50-10.3.2.0.0.col.solved,20,50,10,3,2,0,0,0.709393,0.701848
instancia-20-50-10.3.2.0.1.col.solved,20,50,10,3,2,0,1,0.581627,0.580386
instancia-20-50-10.3.2.0.2.col.solved,20,50,10,3,2,0,2,0.598102,0.593661
instancia-20-50-10.3.2.0.3.col.solved,20,50,10,3,2,0,3,0.577281,0.570139
instancia-20-50-10.3.2.1.0.col.solved,20,50,10,3,2,1,0,2.34349,2.34042
instancia-20-50-10.3.2.2.0.col.solved,20,50,10,3,2,2,0,0.69841,0.690745
instancia-20-50-10.3.2.3.0.col.solved,20,50,10,3,2,3,0,1.78556,1.78063
instancia-20-50-10.3.2.4.0.col.solved,20,50,10,3,2,4,0,0.318575,0.310109
instancia-20-50-10.3.3.-1.0.col.solved,20,50,10,3,3,-1,0,3.16328,3.15573
instancia-20-50-10.3.3.0.0.col.solved,20,50,10,3,3,0,0,3.8052,3.79735
instancia-20-50-10.3.3.0.1.col.solved,20,50,10,3,3,0,1,1.54623,1.5383
instancia-20-50-10.3.3.0.2.col.solved,20,50,10,3,3,0,2,2.05936,2.05195
instancia-20-50-10.3.3.0.3.col.solved,20,50,10,3,3,0,3,2.12094,2.11256
instancia-20-50-10.3.3.1.0.col.solved,20,50,10,3,3,1,0,3.69221,3.6891
instancia-20-50-10.3.3.2.0.col.solved,20,50,10,3,3,2,0,3.81405,3.80601
instancia-20-50-10.3.3.3.0.col.solved,20,50,10,3,3,3,0,3.08573,3.08124
instancia-20-50-10.3.3.4.0.col.solved,20,50,10,3,3,4,0,0.591149,0.586909
instancia-20-50-10.3.4.-1.0.col.solved,20,50,10,3,4,-1,0,10.664,10.6551
instancia-20-50-10.3.4.0.0.col.solved,20,50,10,3,4,0,0,2.21705,2.21292
instancia-20-50-10.3.4.0.1.col.solved,20,50,10,3,4,0,1,1.13508,1.1301
instancia-20-50-10.3.4.0.2.col.solved,20,50,10,3,4,0,2,1.19096,1.18497
instancia-20-50-10.3.4.0.3.col.solved,20,50,10,3,4,0,3,1.11689,1.11079
instancia-20-50-10.3.4.1.0.col.solved,20,50,10,3,4,1,0,13.0537,13.0499
instancia-20-50-10.3.4.2.0.col.solved,20,50,10,3,4,2,0,2.21925,2.21127
instancia-20-50-10.3.4.3.0.col.solved,20,50,10,3,4,3,0,3.59795,3.5905
instancia-20-50-10.3.4.4.0.col.solved,20,50,10,3,4,4,0,0.472031,0.467363
instancia-20-50-10.3.5.-1.0.col.solved,20,50,10,3,5,-1,0,2.00311,1.99785
instancia-20-50-10.3.5.0.0.col.solved,20,50,10,3,5,0,0,0.369441,0.360906
instancia-20-50-10.3.5.0.1.col.solved,20,50,10,3,5,0,1,0.299699,0.29498
instancia-20-50-10.3.5.0.2.col.solved,20,50,10,3,5,0,2,0.321666,0.316481
instancia-20-50-10.3.5.0.3.col.solved,20,50,10,3,5,0,3,0.331069,0.324841
instancia-20-50-10.3.5.1.0.col.solved,20,50,10,3,5,1,0,1.09425,1.09254
instancia-20-50-10.3.5.2.0.col.solved,20,50,10,3,5,2,0,0.360811,0.353208
instancia-20-50-10.3.5.3.0.col.solved,20,50,10,3,5,3,0,0.693057,0.686989
instancia-20-50-10.3.5.4.0.col.solved,20,50,10,3,5,4,0,0.235744,0.230384
instancia-20-50-10.4.1.-1.0.col.solved,20,50,10,4,1,-1,0,1.20275,1.19831
instancia-20-50-10.4.1.0.0.col.solved,20,50,10,4,1,0,0,0.339592,0.335447
instancia-20-50-10.4.1.0.1.col.solved,20,50,10,4,1,0,1,0.291803,0.28487
instancia-20-50-10.4.1.0.2.col.solved,20,50,10,4,1,0,2,0.294964,0.289779
instancia-20-50-10.4.1.0.3.col.solved,20,50,10,4,1,0,3,0.297997,0.292566
instancia-20-50-10.4.1.1.0.col.solved,20,50,10,4,1,1,0,1.48206,1.48081
instancia-20-50-10.4.1.2.0.col.solved,20,50,10,4,1,2,0,0.344736,0.338969
instancia-20-50-10.4.1.3.0.col.solved,20,50,10,4,1,3,0,0.754032,0.749421
instancia-20-50-10.4.1.4.0.col.solved,20,50,10,4,1,4,0,0.155205,0.150654
instancia-20-50-10.4.2.-1.0.col.solved,20,50,10,4,2,-1,0,2.751,2.7467
instancia-20-50-10.4.2.0.0.col.solved,20,50,10,4,2,0,0,0.31278,0.304298
instancia-20-50-10.4.2.0.1.col.solved,20,50,10,4,2,0,1,0.225101,0.220739
instancia-20-50-10.4.2.0.2.col.solved,20,50,10,4,2,0,2,0.246036,0.239741
instancia-20-50-10.4.2.0.3.col.solved,20,50,10,4,2,0,3,0.253799,0.245799
instancia-20-50-10.4.2.1.0.col.solved,20,50,10,4,2,1,0,2.05552,2.05185
instancia-20-50-10.4.2.2.0.col.solved,20,50,10,4,2,2,0,0.307036,0.302244
instancia-20-50-10.4.2.3.0.col.solved,20,50,10,4,2,3,0,0.920925,0.914686
instancia-20-50-10.4.2.4.0.col.solved,20,50,10,4,2,4,0,0.114157,0.105905
instancia-20-50-10.4.3.-1.0.col.solved,20,50,10,4,3,-1,0,1.71193,1.70503
instancia-20-50-10.4.3.0.0.col.solved,20,50,10,4,3,0,0,0.225003,0.216944
instancia-20-50-10.4.3.0.1.col.solved,20,50,10,4,3,0,1,0.229569,0.226497
instancia-20-50-10.4.3.0.2.col.solved,20,50,10,4,3,0,2,0.23683,0.229817
instancia-20-50-10.4.3.0.3.col.solved,20,50,10,4,3,0,3,0.227355,0.220964
instancia-20-50-10.4.3.1.0.col.solved,20,50,10,4,3,1,0,2.49892,2.49523
instancia-20-50-10.4.3.2.0.col.solved,20,50,10,4,3,2,0,0.218957,0.215714
instancia-20-50-10.4.3.3.0.col.solved,20,50,10,4,3,3,0,0.616596,0.60934
instancia-20-50-10.4.3.4.0.col.solved,20,50,10,4,3,4,0,0.114439,0.106716
instancia-20-50-10.4.4.-1.0.col.solved,20,50,10,4,4,-1,0,4.49478,4.48975
instancia-20-50-10.4.4.0.0.col.solved,20,50,10,4,4,0,0,0.367895,0.359251
instancia-20-50-10.4.4.0.1.col.solved,20,50,10,4,4,0,1,0.411076,0.40363
instancia-20-50-10.4.4.0.2.col.solved,20,50,10,4,4,0,2,0.391115,0.384653
instancia-20-50-10.4.4.0.3.col.solved,20,50,10,4,4,0,3,0.419921,0.414193
instancia-20-50-10.4.4.1.0.col.solved,20,50,10,4,4,1,0,3.62952,3.62548
instancia-20-50-10.4.4.2.0.col.solved,20,50,10,4,4,2,0,0.35691,0.353985
instancia-20-50-10.4.4.3.0.col.solved,20,50,10,4,4,3,0,1.70943,1.70297
instancia-20-50-10.4.4.4.0.col.solved,20,50,10,4,4,4,0,0.232689,0.229585
instancia-20-50-10.4.5.-1.0.col.solved,20,50,10,4,5,-1,0,1.83723,1.82992
instancia-20-50-10.4.5.0.0.col.solved,20,50,10,4,5,0,0,0.841222,0.836863
instancia-20-50-10.4.5.0.1.col.solved,20,50,10,4,5,0,1,0.526954,0.518586
instancia-20-50-10.4.5.0.2.col.solved,20,50,10,4,5,0,2,0.518155,0.510472
instancia-20-50-10.4.5.0.3.col.solved,20,50,10,4,5,0,3,0.527945,0.520734
instancia-20-50-10.4.5.1.0.col.solved,20,50,10,4,5,1,0,2.10241,2.09974
instancia-20-50-10.4.5.2.0.col.solved,20,50,10,4,5,2,0,0.849724,0.841467
instancia-20-50-10.4.5.3.0.col.solved,20,50,10,4,5,3,0,1.06075,1.05357
instancia-20-50-10.4.5.4.0.col.solved,20,50,10,4,5,4,0,0.228161,0.218727
instancia-20-50-10.5.1.-1.0.col.solved,20,50,10,5,1,-1,0,0.96918,0.961163
instancia-20-50-10.5.1.0.0.col.solved,20,50,10,5,1,0,0,0.942737,0.934073
instancia-20-50-10.5.1.0.1.col.solved,20,50,10,5,1,0,1,0.356113,0.350715
instancia-20-50-10.5.1.0.2.col.solved,20,50,10,5,1,0,2,0.432296,0.424486
instancia-20-50-10.5.1.0.3.col.solved,20,50,10,5,1,0,3,0.381155,0.373796
instancia-20-50-10.5.1.1.0.col.solved,20,50,10,5,1,1,0,0.575077,0.572648
instancia-20-50-10.5.1.2.0.col.solved,20,50,10,5,1,2,0,0.928964,0.921932
instancia-20-50-10.5.1.3.0.col.solved,20,50,10,5,1,3,0,0.585068,0.578679
